sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12,pair_id,pair_distance_km,pair_midpoint_x_m,pair_midpoint_y_m,fold_5km,fold_10km
wildfire_2023_0336,wildfire,2023,1,-76.852714,48.855191,0.188957,0.051734,-0.119093,-0.004983,-0.172795,-0.051734,-0.172795,-0.055363,0.130165,0.079723,0.019931,0.084214,-0.038447,-0.124567,-0.071111,-0.276140,-0.003937,0.003937,0.012057,-0.019931,-0.003937,0.048228,-0.066990,-0.019931,-0.124567,-0.003937,0.119093,-0.153787,0.088827,0.364721,-0.093564,0.135886,0.051734,0.075356,0.066990,-0.119093,0.108512,0.108512,0.075356,0.006151,0.084214,-0.214133,-0.027128,-0.192910,0.179377,0.084214,0.130165,0.113741,-0.318893,0.098424,-0.192910,0.103406,-0.051734,-0.027128,0.055363,0.084214,0.236463,0.147697,0.008858,0.048228,-0.093564,-0.192910,0.084214,0.199862,0.048228,2,-0.036800,-0.385195,-0.283008,-0.356811,-0.255814,0.621356,0.379430,-0.082927,0.928044,-0.355032,0.421733,0.188371,-0.117827,0.481679,-0.769530,-0.471644,0.836772,0.356530,-0.323234,0.476802,-0.031261,0.071150,0.087410,-0.835428,0.159759,-0.429838,-0.618409,1.353185,0.875196,-0.414022,0.644269,0.379992,0.017976,0.357217,-0.633363,-0.511626,-0.715498,0.615547,0.576497,0.367803,-1.128812,-0.572761,-0.086621,-0.310946,0.067392,0.094679,0.367888,-1.745978,-0.948809,-0.174721,-0.247606,0.518708,0.168002,-0.084646,0.912612,1.558167,-0.609930,-0.494104,0.949528,-0.848998,-0.303335,-0.139698,2.097892,-0.546209,0.397539,-2.589962,0.077898,-608686.126470,574952.626500,0.033600,0.048650,0.043200,0.169500,0.176600,0.122650,pair_00005,0.286921,-608600.527878,574837.501233,1,3
probable_harvest_2023_0272,probable_harvest,2023,1,-76.850019,48.853305,0.267228,-0.032541,-0.075356,0.088827,-0.108512,-0.032541,-0.199862,-0.119093,0.192910,0.147697,0.022207,0.071111,-0.055363,-0.119093,-0.066990,-0.292872,0.041584,0.027128,0.035433,-0.059116,-0.079723,0.062991,-0.051734,-0.004983,-0.130165,0.015748,0.160000,-0.179377,0.062991,0.336855,-0.062991,0.166336,0.103406,0.059116,0.088827,-0.113741,0.130165,0.113741,0.113741,-0.041584,0.084214,-0.119093,-0.004983,-0.179377,0.172795,0.075356,0.113741,0.093564,-0.276140,0.135886,-0.221453,0.141730,0.027128,-0.035433,0.055363,0.075356,0.192910,0.199862,0.022207,0.010396,-0.059116,-0.179377,0.079723,0.130165,0.013841,2,-2.508958,0.793777,1.197230,0.568257,0.334740,0.019107,-1.789429,0.657377,2.524407,-0.276532,0.249126,-0.115996,0.002912,0.612058,-1.104218,-0.013879,1.594173,0.691166,-0.924213,-0.903983,0.355828,0.388927,0.427761,-1.070470,0.475682,0.411161,-1.027068,0.816381,0.140058,0.289672,1.362721,1.823571,-0.219272,0.816223,-0.458736,-0.165547,-0.641738,1.209842,-0.078270,0.367803,0.617820,-0.218069,0.219257,-0.493904,-0.089744,-0.230423,-0.040391,-0.848225,-0.280487,-0.839511,0.881685,2.359313,-0.082927,-0.084646,0.701812,0.392551,0.320813,-0.177698,0.371684,0.167847,0.288133,-0.264749,0.582910,-1.379574,0.679668,-1.527887,2.308884,-608514.929286,574722.375966,0.041400,0.063600,0.051800,0.243600,0.219300,0.139300,pair_00005,0.286921,-608600.527878,574837.501233,1,3
wildfire_2023_0175,wildfire,2023,1,-77.045672,48.751975,-0.166082,-0.006151,-0.119093,-0.108512,-0.251965,-0.015748,-0.153787,-0.071111,0.141730,0.119093,0.103406,0.160000,-0.179377,-0.008858,-0.153787,-0.236463,-0.135886,-0.079723,0.186082,-0.071111,0.024606,-0.003937,-0.059116,0.000984,-0.055363,0.003937,0.124567,-0.206936,0.124567,0.318893,-0.103406,0.179377,0.075356,0.119093,0.062991,-0.160000,-0.019931,-0.103406,0.066990,0.221453,0.051734,-0.130165,-0.093564,-0.051734,0.135886,0.071111,0.166336,0.108512,-0.251965,0.071111,-0.135886,0.071111,0.066990,0.015748,0.066990,0.093564,0.103406,0.108512,0.093564,0.075356,-0.135886,-0.130165,0.029773,0.135886,0.010396,4,-1.734830,-0.385195,-1.916608,-1.496106,0.851475,1.044299,-0.156504,0.053521,1.852634,2.524012,1.420099,-2.347284,2.433980,-2.133679,0.024123,-1.798545,-1.895497,2.847813,-1.108186,0.996837,-1.398977,0.235164,0.563622,2.070318,0.286128,-0.317283,-1.467161,2.095763,-0.333806,-0.640563,1.670421,1.039914,0.656927,0.273174,-1.968154,-2.564504,-3.704973,0.486021,3.529702,-0.437764,0.414329,-1.636838,3.104237,-1.519836,-0.165038,0.810635,0.262084,-0.340575,-1.436058,1.153426,-1.199256,3.289665,1.463537,0.290163,1.135123,-2.002890,-1.309085,1.513688,1.363885,-2.098264,2.438924,-1.655728,0.707264,-1.463059,0.266701,-11.308974,-0.375373,-624042.508977,565269.154177,0.039700,0.046750,0.048850,0.111100,0.195800,0.149550,pair_00006,1.493599,-623914.500757,566004.901087,4,4
probable_harvest_2023_0213,probable_harvest,2023,1,-77.044594,48.765449,-0.010110,-0.015748,-0.160000,-0.027128,-0.186082,-0.051734,-0.192910,-0.079723,0.172795,0.113741,0.032541,0.199862,-0.103406,-0.012057,-0.108512,-0.251965,-0.135886,-0.066990,0.103406,-0.066990,-0.035433,0.093564,-0.062991,-0.035433,-0.066990,0.012057,0.130165,-0.141730,0.113741,0.292872,-0.108512,0.166336,0.098424,0.098424,0.066990,-0.124567,-0.010396,-0.019931,0.038447,0.147697,0.035433,-0.199862,-0.172795,-0.055363,0.172795,0.029773,0.166336,0.130165,-0.221453,0.119093,-0.147697,0.079723,0.022207,-0.038447,0.066990,0.103406,0.214133,0.192910,0.051734,0.003937,-0.108512,-0.160000,0.071111,0.186082,0.084214,4,-2.016331,-1.487891,-0.632441,-0.548021,-0.255814,0.173776,-0.449594,0.420044,1.726947,0.079901,1.945213,-0.980399,2.363436,-0.701459,-0.285955,-1.798545,-1.479630,1.664255,-1.044975,-0.097031,1.157426,0.154438,-0.265547,1.582153,0.416446,-0.202199,-0.425868,1.870816,-1.020259,-0.758081,1.362721,1.684369,0.354975,0.357217,-0.812004,-2.412111,-2.527406,0.044109,2.518018,-0.842074,-0.866535,-2.905848,3.022207,-0.493904,-0.898338,0.810635,0.700237,0.300123,-0.580080,0.878341,-0.945483,2.244455,-0.174004,0.290163,1.369345,0.960542,0.196787,0.522186,0.273028,-1.290236,1.135007,-0.504573,1.798372,0.325918,3.347150,-8.009892,-1.713890,-623786.492538,566740.647998,0.033550,0.039950,0.037450,0.122600,0.165650,0.117400,pair_00006,1.493599,-623914.500757,566004.901087,4,4
wildfire_2023_0322,wildfire,2023,1,-76.983149,48.799406,-0.363378,0.038447,-0.166336,-0.153787,-0.267958,-0.024606,-0.130165,-0.041584,0.041584,0.035433,0.119093,0.071111,-0.130165,0.008858,-0.135886,-0.251965,-0.135886,-0.059116,0.141730,-0.075356,0.032541,-0.013841,-0.059116,-0.088827,-0.098424,-0.044844,0.098424,-0.166336,0.119093,0.364721,-0.119093,0.153787,0.051734,0.088827,0.015748,-0.166336,-0.013841,-0.059116,0.075356,0.179377,0.124567,-0.179377,-0.084214,-0.124567,0.147697,0.075356,0.192910,0.088827,-0.244152,0.066990,-0.141730,0.108512,0.019931,0.015748,0.012057,0.079723,0.130165,0.108512,0.059116,0.055363,-0.147697,-0.166336,0.041584,0.147697,0.108512,3,-0.426571,-1.658684,-2.631005,-1.726266,0.578911,1.569898,0.848372,-1.128062,-0.112120,3.065026,0.249126,-1.461853,2.824688,-1.567407,-0.285955,-1.798545,-1.222475,2.212883,-1.173284,1.141416,-1.658650,0.235164,-1.481288,0.262299,-0.496769,-0.854763,-0.818809,1.982011,0.875196,-1.001612,1.066632,0.379992,0.214784,-0.719831,-2.174896,-2.467169,-3.080177,0.615547,2.952561,1.368659,-0.490076,-1.487079,1.458060,-1.191538,-0.089744,1.336643,-0.136237,-0.176525,-1.509584,1.017316,-0.097155,2.191333,1.463537,-1.480762,0.805748,-1.286727,-1.309085,0.697157,1.058520,-2.446896,0.858092,-1.326826,0.963995,0.914790,-1.424621,-10.505139,-0.951379,-618877.346007,569939.365540,0.034200,0.036700,0.042400,0.072200,0.157200,0.143700,pair_00007,1.046322,-618995.221945,570449.073747,0,0
probable_harvest_2023_0206,probable_harvest,2023,1,-76.988000,48.808299,-0.094390,-0.000984,-0.199862,-0.071111,-0.199862,-0.015748,-0.192910,-0.103406,0.098424,0.059116,0.055363,0.124567,-0.141730,-0.024606,-0.135886,-0.267958,-0.124567,-0.051734,0.135886,-0.044844,-0.007443,0.027128,-0.062991,-0.044844,-0.119093,-0.029773,0.166336,-0.135886,0.098424,0.336855,-0.130165,0.172795,0.032541,0.071111,0.075356,-0.124567,0.022207,0.027128,0.108512,0.135886,0.084214,-0.166336,-0.135886,-0.113741,0.214133,0.055363,0.135886,0.108512,-0.199862,0.098424,-0.179377,0.093564,0.010396,-0.008858,0.071111,0.088827,0.179377,0.160000,0.051734,0.032541,-0.093564,-0.141730,0.119093,0.147697,0.124567,1,-1.583253,-2.562397,-1.326454,-0.746313,0.851475,0.173776,-1.255588,-0.457434,0.444078,0.867023,0.953331,-1.669929,2.086685,-1.567407,-0.605877,-1.684723,-0.981392,2.129224,-0.705332,0.412918,-0.584477,0.154438,-0.479842,-0.605551,-0.254890,0.541421,-0.332545,1.552569,0.140058,-1.256471,1.515119,-0.156194,-0.044032,0.533062,-0.812004,-1.891026,-1.863561,1.128888,2.356014,0.367803,-0.250409,-2.314694,1.702762,0.655140,-0.444391,0.207917,0.262084,0.753521,-0.948809,0.140481,-0.537633,1.968795,0.720045,0.423032,1.022403,0.030354,-0.390415,0.522186,0.709934,-0.848998,1.933488,0.831588,0.963995,1.303892,0.910743,-8.019417,0.637533,-619113.097883,570958.781954,0.032600,0.036800,0.040800,0.088300,0.172700,0.122900,pair_00007,1.046322,-618995.221945,570449.073747,0,0
wildfire_2023_0069,wildfire,2023,1,-76.846246,48.850879,0.449989,0.008858,-0.124567,-0.027128,-0.160000,0.019931,-0.186082,-0.088827,0.108512,0.001538,0.004983,-0.017778,-0.038447,-0.172795,-0.079723,-0.284444,0.153787,0.008858,-0.055363,-0.141730,0.147697,0.003014,-0.027128,-0.066990,-0.135886,-0.022207,-0.022207,-0.048228,-0.013841,0.244152,-0.062991,0.135886,0.108512,-0.041584,0.066990,-0.147697,0.259900,0.055363,0.071111,-0.084214,0.108512,-0.141730,0.160000,-0.199862,0.153787,0.166336,0.244152,0.153787,-0.336855,-0.029773,-0.259900,0.124567,-0.075356,-0.044844,0.035433,0.019931,0.098424,0.062991,-0.008858,0.071111,-0.024606,-0.153787,0.059116,-0.015748,-0.019931,0,-1.294533,-0.532774,-0.632441,-0.172683,1.949299,0.325707,-0.759431,-0.338404,-0.908135,-0.870587,-0.921846,0.188371,-1.181419,0.209246,-0.935643,1.114451,0.997494,-0.608633,-2.191268,3.239491,-1.216723,0.901472,-0.984067,-1.310679,-0.133458,-3.334761,1.067307,-0.779969,-2.305533,0.289672,0.644269,1.966210,-1.690388,0.357217,-1.566713,1.907978,-1.465253,0.549832,-0.663005,0.970453,0.201794,2.424387,-0.243730,-1.022259,1.524171,2.350914,1.178222,-2.123163,-3.235807,-1.734972,0.375951,-0.032612,-0.367312,-0.727177,-0.617152,-2.136244,-2.121291,-0.914034,1.299054,1.186507,1.406544,-0.838614,-2.588792,-2.198031,-6.721446,-1.311309,-0.550805,-608272.464113,574423.603333,0.034200,0.069700,0.035900,0.366400,0.226100,0.130600,pair_00008,0.149203,-608263.782871,574497.697793,1,3
probable_harvest_2023_0227,probable_harvest,2023,1,-76.846246,48.852227,0.534356,0.022207,-0.062991,-0.032541,-0.153787,0.066990,-0.244152,-0.084214,0.098424,0.048228,0.079723,-0.084214,0.008858,-0.206936,-0.119093,-0.267958,0.244152,0.008858,0.007443,-0.108512,0.055363,0.048228,0.012057,-0.048228,-0.093564,-0.032541,0.032541,-0.066990,0.000246,0.318893,-0.048228,0.088827,0.059116,-0.019931,0.055363,-0.048228,0.172795,0.103406,0.093564,-0.062991,0.055363,-0.066990,0.153787,-0.259900,0.119093,0.199862,0.199862,0.166336,-0.327812,0.008858,-0.172795,0.172795,-0.041584,-0.103406,0.029773,0.024606,0.084214,0.048228,-0.059116,0.093564,-0.088827,-0.206936,0.044844,0.024606,-0.003014,0,-0.902958,1.127074,-0.717858,-0.083274,3.397292,-0.966391,-0.602419,-0.457434,0.188371,1.707187,-1.797037,1.039493,-1.934345,-1.036163,-0.605877,2.023177,0.997494,0.290483,-1.681804,1.557220,-0.031261,1.717699,-0.556877,0.466347,-0.299317,-2.209214,0.767689,-0.487284,-0.333806,0.629483,-0.466065,0.586218,-1.374058,0.112845,1.678936,0.515796,-0.787523,0.897456,-0.371903,-0.347748,1.575359,2.324877,-1.600714,-1.986635,2.118886,1.474234,1.432152,-1.933279,-2.546635,0.293784,1.797082,0.755604,-2.136824,-0.909624,-0.505897,-2.516551,-2.384709,-2.105295,1.642002,-0.709182,-0.916311,-1.236036,-1.711626,-1.788057,-7.706430,0.098722,-0.676607,-608255.101629,574571.792253,0.037200,0.079200,0.040300,0.439700,0.235200,0.133500,pair_00008,0.149203,-608263.782871,574497.697793,1,3
wildfire_2023_0093,wildfire,2023,1,-76.982610,48.809647,0.240121,0.062991,-0.119093,-0.103406,-0.276140,-0.012057,-0.160000,-0.079723,0.015748,-0.000062,0.038447,-0.032541,-0.084214,-0.124567,-0.135886,-0.244152,0.153787,-0.024606,-0.012057,-0.059116,0.032541,-0.022207,-0.019931,-0.093564,-0.130165,-0.119093,0.084214,-0.029773,0.004983,0.374256,-0.135886,0.071111,0.038447,-0.000246,0.007443,-0.062991,0.172795,0.075356,0.124567,-0.019931,0.066990,-0.141730,0.079723,-0.251965,0.172795,0.160000,0.192910,0.124567,-0.267958,0.079723,-0.228897,0.166336,-0.062991,-0.079723,0.055363,0.012057,0.119093,0.113741,-0.015748,0.071111,-0.066990,-0.186082,0.027128,0.119093,0.044844,1,0.293422,-0.385195,-1.836044,-1.844002,0.965043,0.906055,-0.449594,-1.432893,-0.945696,0.283577,-1.116333,-0.635081,-0.117827,-1.567407,-0.129686,1.114451,-0.095414,0.011325,-0.924213,1.141416,-1.878000,1.051391,-1.589136,-1.070470,-1.688391,-1.146900,1.362012,-0.388870,1.126733,-1.388148,-0.884073,0.008786,-1.086485,-0.894382,1.197207,0.515796,-1.183227,1.377464,0.218738,-0.059392,0.201794,1.138628,-1.421359,-0.493904,1.411775,1.336643,0.586964,-0.676425,-1.282421,-1.012872,1.606752,0.255970,-1.421213,-0.084646,-0.804530,-1.583070,-1.215792,-1.077340,1.299054,-0.064575,-0.004913,-1.729388,0.342224,-0.628203,-6.996568,-1.648282,-0.135728,-618704.150377,571060.326704,0.035450,0.052850,0.047100,0.213800,0.194500,0.132200,pair_00009,0.327720,-618865.964476,571034.512680,0,0
probable_harvest_2023_0060,probable_harvest,2023,1,-76.986922,48.808838,-0.018659,0.044844,-0.135886,-0.093564,-0.267958,-0.008858,-0.179377,-0.071111,0.059116,0.062991,0.055363,0.027128,-0.103406,-0.098424,-0.103406,-0.276140,0.044844,-0.007443,-0.003937,-0.059116,0.048228,-0.003937,-0.038447,-0.066990,-0.153787,-0.071111,0.079723,-0.055363,0.079723,0.374256,-0.135886,0.113741,0.066990,0.024606,0.024606,-0.108512,0.108512,0.013841,0.119093,0.048228,0.088827,-0.153787,-0.000554,-0.206936,0.147697,0.147697,0.153787,0.113741,-0.301423,0.066990,-0.192910,0.153787,-0.035433,-0.066990,0.059116,0.032541,0.186082,0.119093,-0.013841,0.103406,-0.113741,-0.192910,0.059116,0.153787,0.071111,1,-0.238904,-0.837881,-1.680740,-1.726266,1.063468,0.474900,-0.156504,-0.921212,0.535093,0.867023,-0.330282,-0.980399,0.458737,-0.539945,-0.769530,0.018907,0.465103,0.127568,-0.924213,1.427212,-1.398977,0.665701,-0.984067,-2.062298,-0.918329,-1.239220,0.953354,1.164025,1.126733,-1.388148,0.121759,0.806192,-0.723424,-0.533642,-0.288124,-0.511626,-2.050999,1.292701,1.153638,0.482230,-0.019785,-0.147131,-0.403621,-1.191538,1.193531,0.562242,0.367888,-1.379126,-1.509584,-0.174721,1.236968,0.899176,-1.036455,0.036324,-0.317055,0.209806,-1.120303,-1.032140,1.792336,-1.444578,-0.303335,-0.838614,1.096372,0.008374,-4.401540,-4.508451,-0.127134,-619027.778576,571008.698656,0.033300,0.045200,0.040050,0.155400,0.195350,0.161050,pair_00009,0.327720,-618865.964476,571034.512680,0,0
wildfire_2023_0148,wildfire,2023,1,-77.054296,48.840099,-0.201575,0.015748,-0.098424,-0.141730,-0.179377,-0.027128,-0.172795,-0.098424,0.093564,0.124567,0.055363,0.147697,-0.048228,-0.038447,-0.141730,-0.206936,-0.084214,-0.003937,0.124567,-0.166336,0.075356,0.048228,-0.147697,-0.010396,-0.066990,0.003014,0.124567,-0.160000,0.088827,0.327812,-0.079723,0.186082,0.135886,0.214133,0.013841,-0.130165,0.008858,-0.051734,0.066990,0.172795,0.088827,-0.179377,-0.103406,-0.113741,0.124567,0.108512,0.141730,0.135886,-0.244152,0.038447,-0.071111,0.119093,0.010396,-0.017778,0.084214,0.141730,0.119093,0.103406,0.004983,0.130165,-0.186082,-0.166336,0.098424,0.160000,0.044844,0,-1.092430,0.171957,-2.440758,-0.451531,0.501306,0.621356,-1.086015,-0.514771,1.981210,0.867023,1.258027,0.012392,1.781445,-1.752272,0.614749,-1.278920,0.579617,1.967189,-2.568649,1.921470,-0.031261,-1.609997,0.304506,1.582153,0.271319,-0.317283,-0.717627,1.353185,-0.098497,-0.095448,1.828625,2.730963,2.045366,-0.759913,-0.994660,-2.104376,-2.976044,0.486021,2.862278,0.482230,-0.490076,-1.794479,1.702762,-1.834455,0.498424,0.323590,0.815999,-0.176525,-2.018782,2.662098,0.214624,1.968795,0.450529,0.845436,2.281348,-1.583070,-1.400184,-0.585964,2.201055,-3.579951,0.858092,0.256011,1.231424,-0.628203,0.745885,-8.892237,1.658255,-623505.985831,575029.331703,0.038600,0.043900,0.044900,0.103200,0.176700,0.152600,pair_00010,1.955014,-622547.135977,574839.261816,2,2
probable_harvest_2023_0110,probable_harvest,2023,1,-77.027616,48.838752,0.274465,0.079723,-0.166336,-0.017778,-0.147697,-0.027128,-0.147697,-0.062991,0.160000,0.035433,0.044844,0.147697,-0.066990,-0.088827,-0.093564,-0.259900,-0.130165,-0.059116,0.071111,-0.010396,0.022207,0.051734,-0.098424,-0.038447,-0.124567,0.013841,0.130165,-0.166336,0.084214,0.336855,-0.071111,0.153787,0.055363,0.062991,0.098424,-0.141730,0.108512,0.093564,-0.003937,0.051734,0.079723,-0.221453,-0.066990,-0.172795,0.228897,0.055363,0.113741,0.119093,-0.292872,0.119093,-0.199862,0.098424,-0.035433,0.000554,0.032541,0.066990,0.153787,0.172795,0.088827,0.004983,-0.051734,-0.206936,0.075356,0.141730,0.059116,3,0.784245,-1.658684,-0.484902,0.004364,0.501306,1.179805,0.119837,0.269080,-0.112120,0.504226,1.258027,-0.325179,0.670371,-0.228593,-0.444686,-1.741015,-1.222475,1.201928,-0.177000,0.953127,0.060673,-0.583626,-0.334178,-0.835428,0.445077,-0.202199,-0.818809,1.257327,0.140058,0.102775,1.066632,0.481386,-0.162656,1.017927,-1.372015,-0.511626,-0.926367,-0.612092,1.201733,0.256427,-1.263342,-1.211207,0.368024,1.065512,-0.444391,-0.230423,0.476181,-1.199576,-0.580080,-0.336620,-0.394432,0.899176,1.004431,-0.820383,0.502723,-0.654528,-0.162120,1.401415,0.289001,0.385742,-0.916311,-0.386374,0.834292,-0.282334,2.090323,-4.025010,-1.167702,-621588.286123,574649.191928,0.031750,0.048200,0.041100,0.202250,0.170350,0.110100,pair_00010,1.955014,-622547.135977,574839.261816,2,2
wildfire_2023_0259,wildfire,2023,1,-77.023035,48.839560,-0.007356,0.007443,-0.147697,-0.006151,-0.186082,-0.041584,-0.160000,-0.088827,0.124567,0.051734,0.066990,0.124567,-0.113741,-0.019931,-0.088827,-0.301423,-0.135886,-0.044844,0.079723,-0.084214,-0.008858,0.055363,-0.113741,-0.010396,-0.113741,-0.041584,0.141730,-0.153787,0.119093,0.301423,-0.119093,0.166336,0.079723,0.103406,0.041584,-0.153787,0.024606,0.012057,0.062991,0.135886,0.084214,-0.206936,-0.130165,-0.147697,0.179377,0.075356,0.160000,0.108512,-0.228897,0.141730,-0.199862,0.098424,0.044844,-0.000246,0.103406,0.108512,0.141730,0.172795,0.071111,0.048228,-0.098424,-0.160000,0.035433,0.147697,0.103406,1,-1.336037,-1.156253,-0.301450,-0.548021,0.056498,0.906055,-0.759431,-0.148974,0.270718,1.268010,0.953331,-1.166340,2.189788,-0.078755,-1.275253,-1.798545,-0.756382,1.325215,-1.309141,0.387140,0.155832,-0.902685,0.304506,-0.380840,-0.444444,0.035557,-0.618409,1.982011,-0.794687,-1.001612,1.362721,1.161931,0.427767,-0.176781,-1.765427,-1.852682,-2.076165,0.424115,2.356014,0.367803,-0.996543,-2.223065,0.935288,-0.310946,-0.089744,0.685221,0.262084,0.143824,-0.176234,-0.336620,-0.394432,2.772803,0.980267,1.464169,1.490848,-0.977213,-0.162120,0.981485,0.949528,-0.992445,1.135007,-1.498129,0.963995,0.791052,1.230729,-7.345167,0.585881,-621245.325577,574698.211486,0.031100,0.038900,0.041000,0.110800,0.159700,0.116400,pair_00011,0.336023,-621413.259515,574703.320008,2,2
probable_harvest_2023_0036,probable_harvest,2023,1,-77.027616,48.839291,0.034725,0.038447,-0.141730,-0.041584,-0.199862,-0.012057,-0.166336,-0.088827,0.093564,0.041584,0.071111,0.130165,-0.079723,-0.062991,-0.124567,-0.284444,-0.124567,-0.024606,0.160000,-0.059116,0.027128,0.055363,-0.051734,-0.032541,-0.098424,-0.024606,0.124567,-0.160000,0.079723,0.355309,-0.103406,0.166336,0.044844,0.119093,0.075356,-0.147697,0.066990,0.035433,0.029773,0.113741,0.075356,-0.179377,-0.088827,-0.153787,0.214133,0.062991,0.141730,0.147697,-0.251965,0.103406,-0.186082,0.113741,0.004983,0.019931,0.051734,0.062991,0.147697,0.130165,0.044844,0.055363,-0.108512,-0.186082,0.093564,0.160000,0.041584,3,-0.426571,-0.995409,-0.860543,-0.746313,0.965043,0.765074,-0.759431,-0.514771,0.032347,1.410159,1.027074,-0.554285,1.240152,-1.209352,-0.935643,-1.684723,-0.095414,2.474428,-0.924213,1.042789,0.155832,0.388927,-0.199718,0.262299,-0.171961,-0.317283,-0.717627,1.164025,0.626904,-0.640563,1.362721,0.187515,0.656927,0.533062,-1.566713,-1.175272,-1.746411,-0.090179,2.052256,0.148103,-0.490076,-1.560973,0.797643,0.655140,-0.309079,0.323590,1.054991,-0.340575,-0.859919,-0.015687,0.056922,1.842450,1.589931,-0.201650,0.407570,-0.817517,-0.922739,0.358880,1.058520,-1.290236,-0.004913,0.120682,1.231424,-0.707217,0.136341,-6.594653,0.521323,-621581.193452,574708.428531,0.035200,0.041950,0.044200,0.134600,0.188150,0.130650,pair_00011,0.336023,-621413.259515,574703.320008,2,2
wildfire_2023_0128,wildfire,2023,1,-77.056991,48.837135,0.173680,0.038447,-0.141730,0.015748,-0.179377,-0.019931,-0.172795,-0.066990,0.186082,0.048228,0.088827,0.135886,-0.075356,-0.062991,-0.103406,-0.284444,-0.153787,-0.055363,0.135886,-0.022207,0.013841,0.062991,-0.032541,-0.041584,-0.108512,0.032541,0.079723,-0.199862,0.124567,0.336855,-0.059116,0.153787,0.088827,0.048228,0.135886,-0.160000,0.029773,0.038447,0.015748,0.079723,0.088827,-0.206936,-0.059116,-0.147697,0.192910,0.059116,0.141730,0.141730,-0.276140,0.124567,-0.160000,0.088827,-0.004983,-0.008858,0.019931,0.044844,0.160000,0.147697,0.075356,0.024606,-0.059116,-0.206936,0.044844,0.147697,0.035433,0,-0.426571,-0.995409,0.044101,-0.451531,0.722764,0.621356,-0.016240,0.576814,0.188371,2.021187,1.102437,-0.475703,1.240152,-0.539945,-0.935643,-1.978559,-1.099925,2.129224,-0.358142,0.800703,0.355828,0.788712,-0.405609,-0.161295,0.745203,-1.239220,-1.354191,2.095763,0.140058,0.378872,1.066632,1.416276,-0.378336,1.805349,-1.968154,-1.770095,-1.703890,-0.307325,1.585650,0.482230,-0.996543,-1.085094,0.935288,0.065229,-0.377826,0.323590,0.934250,-0.848225,-0.482410,0.591793,-0.677208,1.609862,0.720045,-1.226923,-0.024277,-0.488247,-0.609930,1.082093,0.588728,0.167847,-0.916311,-1.236036,0.963995,-0.856298,1.700182,-6.112004,-2.292148,-623740.618975,574727.086572,0.032350,0.042650,0.034300,0.171600,0.182050,0.119300,pair_00012,1.819213,-623290.013372,573936.935616,2,2
