sample_id,disturbance_type,disturbance_year,years_since_disturbance,lon,lat,NBR_2024,embedding_A00,embedding_A01,embedding_A02,embedding_A03,embedding_A04,embedding_A05,embedding_A06,embedding_A07,embedding_A08,embedding_A09,embedding_A10,embedding_A11,embedding_A12,embedding_A13,embedding_A14,embedding_A15,embedding_A16,embedding_A17,embedding_A18,embedding_A19,embedding_A20,embedding_A21,embedding_A22,embedding_A23,embedding_A24,embedding_A25,embedding_A26,embedding_A27,embedding_A28,embedding_A29,embedding_A30,embedding_A31,embedding_A32,embedding_A33,embedding_A34,embedding_A35,embedding_A36,embedding_A37,embedding_A38,embedding_A39,embedding_A40,embedding_A41,embedding_A42,embedding_A43,embedding_A44,embedding_A45,embedding_A46,embedding_A47,embedding_A48,embedding_A49,embedding_A50,embedding_A51,embedding_A52,embedding_A53,embedding_A54,embedding_A55,embedding_A56,embedding_A57,embedding_A58,embedding_A59,embedding_A60,embedding_A61,embedding_A62,embedding_A63,spatial_fold,std_A00,std_A01,std_A02,std_A03,std_A04,std_A05,std_A06,std_A07,std_A08,std_A09,std_A10,std_A11,std_A12,std_A13,std_A14,std_A15,std_A16,std_A17,std_A18,std_A19,std_A20,std_A21,std_A22,std_A23,std_A24,std_A25,std_A26,std_A27,std_A28,std_A29,std_A30,std_A31,std_A32,std_A33,std_A34,std_A35,std_A36,std_A37,std_A38,std_A39,std_A40,std_A41,std_A42,std_A43,std_A44,std_A45,std_A46,std_A47,std_A48,std_A49,std_A50,std_A51,std_A52,std_A53,std_A54,std_A55,std_A56,std_A57,std_A58,std_A59,std_A60,std_A61,std_A62,std_A63,PC1,PC2,PC3,x_m,y_m,B2,B3,B4,B8,B11,B12,pair_id,pair_distance_km,pair_midpoint_x_m,pair_midpoint_y_m,fold_5km,fold_10km
wildfire_2012_0625,wildfire,2012,12,-76.916854,48.708317,0.353770,0.098424,-0.103406,-0.002215,-0.221453,-0.044844,-0.179377,-0.044844,0.038447,-0.032541,0.029773,-0.024606,-0.084214,-0.153787,-0.088827,-0.259900,0.103406,-0.017778,-0.029773,-0.012057,0.044844,0.019931,-0.048228,-0.066990,-0.113741,-0.062991,0.153787,-0.048228,-0.019931,0.403599,-0.075356,0.075356,0.012057,0.008858,0.022207,-0.098424,0.228897,0.206936,0.048228,-0.071111,0.048228,-0.135886,0.048228,-0.228897,0.179377,0.130165,0.153787,0.135886,-0.259900,0.141730,-0.228897,0.135886,-0.119093,0.003014,0.013841,0.024606,0.166336,0.153787,0.022207,0.038447,-0.035433,-0.179377,0.066990,0.075356,0.038447,3,1.332811,0.037643,-0.239329,-1.057030,-0.043820,0.474900,0.737417,-1.165077,-1.708483,-0.015572,-1.011796,-0.635081,-0.762223,-0.078755,-0.444686,0.607816,0.127587,-0.242294,-0.202473,1.365569,-0.773183,0.461965,-0.984067,-0.380840,-0.788011,0.283430,1.067307,-0.906502,1.900819,0.005079,-0.783925,-0.728470,-0.953482,-0.584068,0.041057,1.412456,0.672937,0.195540,-0.483281,-0.524729,0.309192,0.634177,-0.899977,-0.310946,0.882533,0.562242,0.815999,-0.507208,-0.176234,-1.012872,0.709482,-1.053415,1.078780,-1.423251,-0.505897,-0.318673,-0.501270,-0.177698,0.800135,0.866927,0.288133,-0.619346,-0.608484,-0.783248,-4.423710,1.403617,-0.233864,-615246.540642,559354.702547,0.046600,0.065000,0.056400,0.239800,0.200650,0.117000,pair_00230,0.059199,-615275.935492,559358.176154,1,4
probable_harvest_2012_0118,probable_harvest,2012,12,-76.917662,48.708317,0.456014,0.051734,-0.153787,-0.048228,-0.124567,-0.093564,-0.206936,-0.079723,0.103406,0.000246,-0.017778,0.088827,-0.044844,-0.075356,-0.113741,-0.199862,-0.071111,-0.071111,-0.027128,0.035433,0.013841,0.062991,-0.172795,-0.017778,-0.103406,0.029773,0.221453,-0.093564,-0.008858,0.364721,-0.024606,0.135886,-0.000554,0.130165,0.044844,-0.153787,0.147697,0.186082,0.007443,0.066990,0.062991,-0.221453,-0.059116,-0.166336,0.228897,0.022207,0.113741,0.135886,-0.166336,0.179377,-0.147697,0.088827,-0.166336,-0.035433,0.038447,0.079723,0.199862,0.172795,0.038447,-0.059116,-0.071111,-0.153787,0.079723,0.160000,0.098424,3,-0.036800,-1.320414,-0.965373,0.337212,-1.542919,-0.138299,-0.449594,-0.398645,-0.938473,-1.655588,0.482511,0.073265,0.967471,-0.866865,0.756253,-1.147158,-1.614234,-0.204427,0.525872,0.800703,0.355828,-2.132792,0.136432,0.053085,0.700777,1.674556,0.343313,-0.676443,0.875196,1.173182,0.644269,-1.080772,0.818687,-0.108254,-1.765427,0.114659,0.378762,-0.435899,1.410989,-0.158562,-1.263342,-1.085094,0.514011,1.065512,-1.032558,-0.230423,0.815999,1.457514,0.495380,0.878341,-0.677208,-2.156055,-0.082927,-0.630004,0.805748,0.578588,-0.162120,0.207238,-0.690046,-0.186233,1.406544,-0.264749,1.231424,0.670296,2.984304,-1.044099,-0.325076,-615305.330341,559361.649761,0.025050,0.037750,0.023250,0.155500,0.123600,0.064000,pair_00230,0.059199,-615275.935492,559358.176154,1,4
wildfire_2012_0199,wildfire,2012,12,-76.926556,48.735805,0.373402,0.059116,-0.130165,0.010396,-0.199862,-0.029773,-0.166336,-0.062991,0.108512,0.010396,0.004983,0.071111,-0.093564,-0.172795,-0.055363,-0.259900,0.075356,-0.013841,-0.032541,0.003014,0.029773,0.038447,-0.084214,-0.019931,-0.135886,-0.029773,0.135886,-0.079723,-0.048228,0.374256,-0.079723,0.075356,0.044844,0.041584,0.059116,-0.119093,0.236463,0.186082,0.075356,-0.075356,0.103406,-0.135886,0.007443,-0.179377,0.199862,0.103406,0.075356,0.108512,-0.251965,0.172795,-0.251965,0.130165,-0.088827,0.017778,0.066990,0.004983,0.192910,0.160000,0.051734,0.012057,0.024606,-0.199862,0.075356,0.093564,0.019931,3,0.179739,-0.683669,-0.040346,-0.746313,0.419916,0.765074,0.119837,-0.338404,-0.700102,-0.870587,0.249126,-0.803313,-1.181419,0.979842,-0.444686,0.325734,0.256165,-0.281922,0.028673,1.090982,-0.287708,-0.287632,0.087410,-1.310679,-0.254890,-0.084586,0.564343,-1.494429,1.126733,-0.095448,-0.783925,0.187515,-0.475392,0.191717,-0.633363,1.533387,0.378762,0.615547,-0.541501,0.843820,0.309192,-0.019047,0.219257,0.258446,0.407853,-0.990213,0.262084,-0.340575,0.377957,-1.550149,0.540904,-0.347036,1.524875,0.290163,-0.972877,0.392551,-0.390415,0.522186,0.397053,2.639142,-0.607134,-0.386374,-0.212690,-1.231983,-1.749516,1.567402,1.294337,-615594.955800,562460.020087,0.043000,0.067000,0.049400,0.264400,0.194200,0.115200,pair_00231,9.975408,-616746.514677,567312.967739,2,2
probable_harvest_2012_0010,probable_harvest,2012,12,-76.973448,48.820426,0.448231,0.075356,-0.153787,0.012057,-0.199862,-0.084214,-0.160000,-0.024606,0.135886,-0.024606,0.038447,0.048228,-0.013841,-0.084214,-0.055363,-0.251965,0.059116,0.019931,-0.066990,-0.048228,0.051734,0.048228,-0.088827,-0.055363,-0.130165,-0.027128,-0.001538,-0.075356,0.048228,0.318893,-0.062991,0.055363,0.055363,0.015748,0.066990,-0.153787,0.236463,0.141730,-0.004983,-0.108512,0.124567,-0.221453,0.066990,-0.206936,0.186082,0.071111,0.166336,0.124567,-0.292872,0.075356,-0.259900,0.135886,-0.098424,-0.071111,0.001538,0.029773,0.179377,0.135886,0.022207,0.015748,-0.055363,-0.221453,0.019931,0.153787,0.044844,4,0.656126,-1.320414,-0.014138,-0.746313,-1.255213,0.906055,1.426176,-0.015429,-1.522121,0.283577,-0.052328,0.631087,0.772117,0.979842,-0.285955,0.162423,1.359118,-0.775071,-0.757222,1.491095,-0.031261,-0.383734,-0.719349,-1.070470,-0.212438,-2.909835,0.634090,0.509637,-0.333806,0.289672,-1.255635,0.481386,-0.852832,0.357217,-1.765427,1.533387,-0.246901,-0.628283,-0.996295,1.368659,-1.263342,0.934680,-0.403621,-0.124568,-0.165038,0.810635,0.586964,-1.199576,-1.360337,-1.734972,0.709482,-0.571010,-1.160990,-1.819875,-0.382930,0.030354,-0.820665,-0.177698,0.453428,0.278610,-1.550794,-1.929812,1.096372,-0.628203,-1.965581,0.002922,-2.581205,-617898.073553,572165.915390,0.030000,0.046800,0.035800,0.256600,0.153700,0.084200,pair_00231,9.975408,-616746.514677,567312.967739,2,2
wildfire_2012_0130,wildfire,2012,12,-76.925208,48.743890,0.525178,0.010396,-0.075356,0.015748,-0.130165,-0.048228,-0.292872,-0.079723,0.147697,0.062991,0.008858,0.024606,-0.071111,-0.160000,-0.098424,-0.251965,0.103406,0.001538,0.044844,-0.032541,-0.066990,0.044844,-0.055363,-0.038447,-0.093564,0.008858,0.186082,-0.098424,0.035433,0.374256,-0.093564,0.088827,0.062991,0.055363,0.084214,-0.075356,0.160000,0.186082,0.119093,-0.035433,0.038447,-0.088827,0.008858,-0.206936,0.192910,0.119093,0.135886,0.079723,-0.228897,0.172795,-0.179377,0.108512,-0.051734,0.024606,0.088827,0.012057,0.228897,0.199862,0.013841,0.017778,-0.051734,-0.186082,0.075356,0.135886,0.032541,3,-1.249421,0.793777,0.044101,0.256655,-0.147925,-2.050439,-0.449594,0.123922,0.535093,-0.736924,-0.363507,-0.399334,-0.899242,-0.382323,-0.285955,0.607816,0.758420,0.825902,-0.516642,-0.671984,-0.119969,0.313327,-0.334178,0.466347,0.365109,0.947376,0.265708,0.243791,1.126733,-0.414022,-0.466065,0.694486,-0.274091,0.719250,0.793759,0.311295,0.378762,1.292701,0.006107,-0.767314,1.174029,0.003613,-0.403621,0.065229,0.686114,0.207917,-0.320461,0.143824,0.377957,0.140481,-0.097155,0.518708,1.731194,0.994170,-0.804530,1.355666,0.320813,-0.375998,0.484434,0.385742,-0.004913,-0.386374,0.707264,-0.926366,-1.322135,0.800498,0.986374,-615391.804403,563337.222487,0.031700,0.051800,0.032750,0.262300,0.167650,0.083450,pair_00232,5.075201,-615191.825347,565866.930669,2,2
probable_harvest_2012_0155,probable_harvest,2012,12,-76.927903,48.789704,0.559524,0.003014,-0.075356,0.044844,-0.071111,-0.059116,-0.166336,-0.015748,0.228897,0.019931,-0.010396,0.214133,-0.048228,-0.075356,-0.084214,-0.259900,-0.022207,0.024606,-0.075356,-0.062991,-0.013841,0.071111,-0.147697,-0.022207,-0.147697,0.084214,0.108512,-0.093564,0.062991,0.251965,-0.022207,0.088827,0.141730,0.079723,0.108512,-0.093564,0.124567,0.124567,0.012057,-0.075356,0.051734,-0.221453,-0.062991,-0.153787,0.192910,0.051734,0.135886,0.135886,-0.267958,0.147697,-0.135886,0.055363,-0.079723,-0.124567,0.059116,0.124567,0.199862,0.244152,-0.019931,0.004983,-0.093564,-0.214133,0.029773,0.228897,0.079723,4,-1.465960,0.793777,0.503217,1.106479,-0.482950,0.765074,1.727639,1.081962,-0.476178,-1.400993,2.133217,0.012392,0.967471,0.067191,-0.444686,-0.655369,1.511803,-0.894836,-0.983650,0.296358,0.568727,-1.609997,0.035587,-1.806593,1.574502,-0.647359,0.343313,0.816381,-2.099434,1.228401,-0.466065,2.894225,0.081781,1.229975,0.199627,-0.255016,-0.489010,-0.364469,-0.541501,-0.437764,-1.263342,-1.147166,0.797643,0.065229,-0.508773,0.207917,0.815999,-0.676425,-0.069785,1.153426,-1.663299,-0.134548,-2.776227,0.036324,1.872923,0.578588,1.111067,-1.176491,0.289001,-0.848998,-1.230864,-1.655728,2.729023,0.217088,3.596435,-0.276368,-3.591633,-614991.846292,568396.638852,0.035050,0.067600,0.036800,0.348800,0.169300,0.083250,pair_00232,5.075201,-615191.825347,565866.930669,2,2
wildfire_2012_0087,wildfire,2012,12,-76.923861,48.742003,0.276896,0.038447,-0.059116,-0.093564,-0.221453,-0.002215,-0.206936,-0.113741,-0.012057,0.048228,0.022207,-0.024606,-0.079723,-0.172795,-0.147697,-0.228897,0.172795,0.008858,0.051734,-0.062991,0.024606,-0.000246,-0.055363,-0.038447,-0.059116,-0.071111,0.172795,-0.022207,-0.027128,0.413626,-0.075356,0.103406,0.075356,0.055363,-0.007443,-0.055363,0.206936,0.088827,0.084214,0.006151,0.071111,-0.029773,0.048228,-0.206936,0.172795,0.206936,0.192910,0.147697,-0.276140,0.093564,-0.214133,0.153787,-0.079723,0.001538,0.066990,0.003937,0.093564,0.084214,-0.001538,0.108512,-0.113741,-0.166336,0.084214,0.084214,-0.044844,1,-0.426571,1.231539,-1.680740,-1.057030,1.267891,-0.138299,-1.607295,-1.760949,0.188371,-0.276532,-1.011796,-0.554285,-1.181419,-1.941030,0.175471,1.305599,0.997494,0.924532,-0.983650,0.996837,-1.302205,0.313327,-0.334178,1.912762,-0.918329,0.674210,1.482842,-1.056040,2.165338,0.005079,-0.122079,1.039914,-0.274091,-1.207282,1.446101,1.061461,-0.993185,0.752692,0.576497,0.042830,2.259315,0.634177,-0.403621,-0.493904,2.244377,1.336643,1.054991,-0.848225,-1.035504,-0.669015,1.236968,-0.134548,1.034170,0.290163,-0.997763,-2.266306,-1.742628,-0.740521,1.870321,-1.444578,0.858092,-0.139698,-0.415936,-2.801811,-6.722235,-1.173086,2.968516,-615318.404922,563118.198846,0.045350,0.065900,0.051650,0.239700,0.207500,0.133250,pair_00233,7.213259,-611767.904597,563752.014720,2,2
probable_harvest_2012_0598,probable_harvest,2012,12,-76.829538,48.760868,0.438856,0.048228,-0.192910,-0.008858,-0.124567,-0.088827,-0.160000,-0.066990,0.199862,0.038447,-0.007443,0.166336,-0.103406,-0.022207,-0.088827,-0.153787,-0.135886,-0.071111,0.079723,0.098424,-0.098424,0.088827,-0.108512,-0.029773,-0.084214,0.071111,0.166336,-0.166336,0.088827,0.284444,-0.062991,0.192910,0.012057,0.088827,0.124567,-0.135886,0.044844,0.093564,0.027128,0.055363,0.055363,-0.244152,-0.124567,-0.098424,0.251965,-0.019931,0.098424,0.027128,-0.147697,0.186082,-0.098424,0.024606,-0.119093,-0.019931,0.027128,0.124567,0.251965,0.179377,0.108512,-0.108512,-0.000984,-0.166336,0.098424,0.179377,0.153787,3,-0.139657,-2.375022,-0.344158,0.337212,-1.397173,0.906055,-0.016240,0.739391,-0.041332,-1.299155,1.503566,-0.980399,2.139593,-0.078755,1.677875,-1.798545,-1.614234,1.325215,1.491966,-1.244696,1.033235,-0.793770,-0.136690,0.858945,1.364215,0.541421,-0.818809,1.353185,-1.242585,0.289672,1.989733,-0.728470,0.214784,1.567441,-1.181330,-1.529216,-0.926367,-0.131132,1.251516,-0.347748,-1.680499,-2.133407,2.048960,1.706720,-1.780044,-0.533608,-1.384725,1.848908,0.614997,2.025963,-2.569632,-1.053415,0.385473,-0.994898,1.872923,1.973048,-0.044679,1.868005,-1.444532,1.883771,0.858092,0.256011,1.652624,2.012029,7.801112,-3.923202,-1.660372,-608217.404271,564385.830594,0.027200,0.041800,0.027500,0.163400,0.116800,0.060800,pair_00233,7.213259,-611767.904597,563752.014720,2,2
wildfire_2012_0664,wildfire,2012,12,-76.947307,48.701849,0.511969,0.071111,-0.135886,0.000062,-0.108512,-0.075356,-0.172795,-0.059116,0.153787,0.022207,-0.001538,0.113741,-0.019931,-0.130165,-0.066990,-0.221453,-0.066990,-0.048228,-0.015748,0.048228,-0.006151,0.075356,-0.135886,0.007443,-0.108512,0.041584,0.199862,-0.135886,0.010396,0.364721,-0.062991,0.113741,0.029773,0.135886,0.079723,-0.147697,0.141730,0.199862,0.017778,0.008858,0.071111,-0.236463,-0.071111,-0.153787,0.244152,0.044844,0.084214,0.093564,-0.199862,0.199862,-0.130165,0.075356,-0.130165,-0.019931,0.055363,0.075356,0.199862,0.192910,0.048228,-0.059116,-0.055363,-0.179377,0.093564,0.153787,0.079723,0,0.531616,-0.837881,-0.203415,0.568257,-0.982650,0.621356,0.251727,0.195775,-0.422725,-1.095479,0.810707,0.521515,-0.241280,0.612058,0.324358,-1.105711,-0.866878,-0.041512,0.722110,0.436454,0.680016,-1.363975,0.710687,-0.161295,0.890331,1.230660,-0.332545,-0.276397,0.875196,0.289672,0.121759,-0.233529,0.902263,0.624863,-1.566713,0.019291,0.573143,-0.275896,0.613623,0.042830,-1.539186,-1.277219,0.797643,1.489564,-0.630989,-0.814877,-0.040391,0.753521,0.860817,1.286671,-1.074182,-1.311846,0.385473,-0.084646,0.701812,0.578588,0.196787,0.439075,-0.690046,0.278610,0.288133,0.120682,1.096372,0.217088,4.091559,-0.095762,0.150924,-617546.559054,558905.957688,0.026000,0.040200,0.025000,0.199200,0.125200,0.063200,pair_00234,0.049464,-617564.415776,558923.069369,1,4
probable_harvest_2012_0755,probable_harvest,2012,12,-76.947846,48.702118,0.522314,0.075356,-0.166336,-0.041584,-0.119093,-0.071111,-0.160000,-0.071111,0.160000,0.019931,-0.022207,0.119093,-0.019931,-0.098424,-0.066990,-0.179377,-0.098424,-0.075356,-0.002215,0.066990,0.024606,0.079723,-0.172795,0.017778,-0.113741,0.062991,0.214133,-0.130165,-0.007443,0.336855,-0.044844,0.141730,0.048228,0.135886,0.051734,-0.186082,0.147697,0.153787,-0.006151,0.066990,0.108512,-0.259900,-0.088827,-0.141730,0.244152,0.017778,0.103406,0.103406,-0.179377,0.179377,-0.147697,0.079723,-0.147697,-0.008858,0.038447,0.079723,0.192910,0.147697,0.084214,-0.066990,-0.038447,-0.172795,0.093564,0.160000,0.059116,0,0.656126,-1.658684,-0.860543,0.415997,-0.852047,0.906055,-0.156504,0.269080,-0.476178,-1.808344,0.881208,0.521515,0.458737,0.612058,1.165999,-1.421817,-1.752857,0.152225,1.009862,0.996837,0.794530,-2.132792,0.945992,-0.380840,1.233897,1.524061,-0.241186,-0.647047,0.140058,0.707357,0.782154,0.282035,0.902263,0.036560,-2.819209,0.114659,-0.076818,-0.646378,1.410989,0.970453,-1.969909,-1.560973,1.070152,1.489564,-1.111126,-0.434982,0.158769,1.183667,0.495380,0.878341,-0.945483,-1.721029,0.720045,-0.630004,0.805748,0.392551,-0.609930,1.292058,-0.810313,0.777953,0.575801,0.120682,1.231424,-0.282334,4.980556,-1.691364,0.526988,-617582.272498,558940.181051,0.026000,0.038500,0.023500,0.187500,0.114900,0.057800,pair_00234,0.049464,-617564.415776,558923.069369,1,4
wildfire_2012_0328,wildfire,2012,12,-76.921166,48.746585,0.313499,0.032541,-0.051734,-0.019931,-0.221453,0.010396,-0.236463,-0.124567,0.035433,0.044844,0.035433,-0.062991,-0.098424,-0.186082,-0.103406,-0.276140,0.186082,0.000984,0.062991,-0.022207,-0.041584,-0.032541,-0.006151,-0.044844,-0.059116,-0.075356,0.166336,-0.071111,0.000554,0.393695,-0.108512,0.113741,0.059116,0.010396,0.035433,-0.079723,0.192910,0.113741,0.153787,-0.055363,0.113741,-0.004983,0.084214,-0.186082,0.153787,0.192910,0.166336,0.075356,-0.251965,0.103406,-0.236463,0.124567,-0.055363,0.051734,0.071111,-0.038447,0.135886,0.079723,0.024606,0.059116,-0.051734,-0.186082,0.093564,0.044844,0.002215,1,-0.599803,1.430522,-0.518875,-1.057030,1.655915,-0.795297,-1.975750,-1.200640,0.108914,0.179617,-1.517462,-0.890749,-1.474450,-0.539945,-0.769530,1.439217,0.740339,1.085686,-0.358142,-0.209107,-2.148963,1.338416,-0.479842,1.912762,-0.986450,0.541421,0.701872,-0.480893,1.639544,-0.758081,0.121759,0.586218,-0.931016,-0.306079,0.651248,0.837296,-0.641738,1.829852,-0.267275,1.100137,2.714909,1.210552,0.067708,-1.022259,1.995578,0.810635,-0.408838,-0.340575,-0.859919,-1.189099,0.375951,0.434000,2.550894,0.423032,-2.006383,-1.133616,-1.822751,-0.120832,1.115835,0.385742,-0.004913,0.120682,-1.271707,-1.661338,-6.367482,-0.424413,3.570799,-615062.907810,563598.737051,0.045550,0.066600,0.053900,0.239750,0.207850,0.124600,pair_00235,2.647517,-613741.847010,563683.203972,2,2
probable_harvest_2012_0418,probable_harvest,2012,12,-76.885592,48.750897,0.513539,0.055363,-0.179377,-0.035433,-0.147697,-0.113741,-0.147697,-0.088827,0.160000,0.007443,-0.012057,0.179377,-0.041584,-0.006151,-0.093564,-0.124567,-0.147697,-0.084214,-0.003937,0.088827,-0.048228,0.098424,-0.179377,0.008858,-0.088827,0.066990,0.179377,-0.113741,0.048228,0.284444,-0.015748,0.166336,-0.003937,0.166336,0.071111,-0.153787,0.093564,0.119093,0.007443,0.075356,0.084214,-0.276140,-0.130165,-0.103406,0.221453,-0.029773,0.079723,0.075356,-0.135886,0.179377,-0.066990,0.071111,-0.186082,-0.059116,0.032541,0.119093,0.221453,0.160000,0.079723,-0.124567,-0.051734,-0.160000,0.108512,0.172795,0.153787,2,0.069665,-2.010220,-0.763478,0.004364,-2.163758,1.179805,-0.759431,0.269080,-0.769446,-1.458277,1.675363,0.131925,2.493672,-0.228593,2.262348,-1.917317,-2.042156,0.127568,1.344788,-0.330150,1.284843,-2.269898,0.742901,0.665229,1.298069,0.809529,0.021102,0.509637,-1.242585,1.377069,1.362721,-1.175292,1.347103,0.443847,-1.765427,-0.750538,-0.566241,-0.435899,1.525742,0.367803,-2.268362,-2.223065,1.936342,0.858616,-1.954640,-0.903762,-0.408838,2.096920,0.495380,2.758091,-1.199256,-2.616924,-0.798538,-0.820383,1.742637,1.156458,-0.390415,1.185618,-1.689764,0.385742,1.135007,0.536947,1.509549,2.012029,7.704384,-2.858044,-1.066846,-612420.786211,563767.670893,0.026400,0.039100,0.024600,0.158100,0.107300,0.052100,pair_00235,2.647517,-613741.847010,563683.203972,2,2
wildfire_2012_0607,wildfire,2012,12,-76.927364,48.736614,0.443507,0.084214,-0.071111,0.024606,-0.199862,-0.048228,-0.160000,-0.035433,0.141730,0.002215,0.019931,0.035433,-0.035433,-0.172795,-0.027128,-0.244152,0.098424,0.013841,-0.044844,-0.007443,0.004983,0.007443,-0.113741,-0.007443,-0.141730,-0.024606,0.130165,-0.079723,-0.000984,0.355309,-0.088827,0.062991,0.059116,0.044844,0.055363,-0.113741,0.228897,0.186082,0.079723,-0.071111,0.103406,-0.153787,0.029773,-0.214133,0.192910,0.130165,0.124567,0.098424,-0.259900,0.147697,-0.228897,0.130165,-0.079723,-0.010396,0.075356,0.017778,0.192910,0.166336,0.035433,0.051734,-0.051734,-0.228897,0.059116,0.130165,0.027128,3,0.915973,0.908193,0.183874,-0.746313,-0.147925,0.906055,1.057722,0.053521,-0.892244,-0.355032,-0.220883,0.242604,-1.181419,1.873034,-0.129686,0.557709,1.160224,-0.458047,-0.131714,0.639313,-1.100596,-0.902685,0.371736,-1.556053,-0.171961,-0.202199,0.564343,-0.512846,0.626904,-0.304999,-1.075660,0.586218,-0.427763,0.112845,-0.458736,1.412456,0.378762,0.683167,-0.483281,0.843820,-0.019785,0.338600,-0.566292,0.065229,0.882533,-0.016123,0.057944,-0.507208,-0.069785,-1.012872,0.540904,-0.134548,0.673577,0.559867,-0.668388,0.392551,-0.277365,0.135792,1.003085,0.385742,-1.876101,-0.838614,0.582910,-1.057558,-1.791247,1.983550,1.205975,-615643.188226,562555.906009,0.039700,0.062800,0.044000,0.257400,0.183500,0.102200,pair_00236,0.019770,-615653.004728,562557.067455,4,2
probable_harvest_2012_0739,probable_harvest,2012,12,-76.927634,48.736614,0.422222,0.103406,-0.141730,-0.017778,-0.172795,-0.079723,-0.153787,-0.055363,0.179377,0.012057,-0.008858,0.093564,0.015748,-0.135886,-0.038447,-0.179377,-0.032541,-0.044844,-0.032541,0.041584,0.019931,0.044844,-0.166336,0.001538,-0.124567,0.022207,0.135886,-0.130165,0.003014,0.346021,-0.038447,0.098424,0.059116,0.088827,0.059116,-0.172795,0.206936,0.160000,0.007443,0.019931,0.124567,-0.244152,-0.015748,-0.179377,0.221453,0.059116,0.113741,0.108512,-0.244152,0.147697,-0.199862,0.108512,-0.124567,-0.032541,0.029773,0.044844,0.192910,0.141730,0.075356,-0.029773,-0.051734,-0.206936,0.079723,0.160000,0.032541,3,1.478975,-0.995409,-0.484902,-0.356811,-1.117039,1.044299,0.379430,0.497703,-0.661096,-1.347952,0.544908,1.163453,-0.367446,1.514979,1.165999,-0.759294,-0.756382,-0.281922,0.620217,0.911659,-0.119969,-1.998249,0.576227,-0.835428,0.579344,-0.084586,-0.241186,-0.429769,0.381858,0.854608,-0.239644,0.586218,0.214784,0.191717,-2.385653,1.061461,0.010827,-0.435899,0.765503,1.368659,-1.680499,-0.390489,0.219257,0.858616,-0.377826,-0.230423,0.262084,-0.176525,-0.069785,-0.336620,-0.097155,-1.181195,0.004434,-0.909624,-0.024277,0.392551,-0.716395,1.082093,-0.241864,0.385742,-0.916311,-0.264749,1.231424,-0.926366,2.536008,-0.068818,0.195309,-615662.821229,562558.228902,0.029900,0.044400,0.031500,0.176900,0.135800,0.075400,pair_00236,0.019770,-615653.004728,562557.067455,4,2
wildfire_2012_0734,wildfire,2012,12,-76.921166,48.744159,0.368450,0.055363,-0.088827,-0.024606,-0.186082,0.017778,-0.221453,-0.119093,0.059116,0.029773,0.066990,-0.022207,-0.044844,-0.199862,-0.093564,-0.292872,0.147697,0.013841,0.062991,-0.075356,0.071111,0.032541,-0.027128,-0.035433,-0.079723,-0.048228,0.108512,-0.048228,-0.017778,0.374256,-0.066990,0.088827,0.008858,0.013841,0.035433,-0.071111,0.236463,0.153787,0.035433,-0.048228,0.088827,-0.093564,0.075356,-0.199862,0.186082,0.141730,0.186082,0.179377,-0.284444,0.084214,-0.244152,0.153787,-0.066990,0.032541,0.051734,0.010396,0.103406,0.113741,0.041584,0.075356,-0.062991,-0.186082,0.055363,0.038447,-0.038447,1,0.069665,0.430634,-0.592644,-0.548021,1.883051,-0.461323,-1.789429,-0.921212,-0.245030,1.268010,-0.980192,0.073265,-1.778333,-0.228593,-1.104218,1.053209,1.160224,1.085686,-1.173284,1.844137,-0.442544,0.901472,-0.265547,1.047496,-0.551068,-0.647359,1.067307,-0.861768,1.126733,0.197639,-0.466065,-0.817834,-0.880690,-0.306079,0.932256,1.533387,-0.076818,-0.002558,-0.169398,0.482230,1.086980,1.068675,-0.243730,-0.124568,1.087683,1.201489,1.696039,-1.022609,-1.202310,-1.368191,1.236968,0.162647,1.970970,-0.201650,-0.844055,-2.002890,-1.215792,0.281601,1.363885,0.053452,-0.004913,-0.943108,-1.410769,-2.646766,-6.195137,-0.111386,1.686725,-615094.438015,563332.042657,0.041000,0.063300,0.047250,0.241100,0.195300,0.116000,pair_00237,2.765820,-613728.242138,563546.399453,2,2
