disturbance_type,event_id,disturbance_year,observation_year,years_since_disturbance,supported_site_reference_pairs,blue_gap_median,blue_gap_mean,blue_gap_sd,dist_blue_median,ref_blue_median,green_gap_median,green_gap_mean,green_gap_sd,dist_green_median,ref_green_median,red_gap_median,red_gap_mean,red_gap_sd,dist_red_median,ref_red_median,nir_gap_median,nir_gap_mean,nir_gap_sd,dist_nir_median,ref_nir_median,swir1_gap_median,swir1_gap_mean,swir1_gap_sd,dist_swir1_median,ref_swir1_median,swir2_gap_median,swir2_gap_mean,swir2_gap_sd,dist_swir2_median,ref_swir2_median,nbr_gap_median,nbr_gap_mean,nbr_gap_sd,dist_nbr_median,ref_nbr_median,ndvi_gap_median,ndvi_gap_mean,ndvi_gap_sd,dist_ndvi_median,ref_ndvi_median
harvest_total,harvest_2005_00303,2005,2014,9,1,-0.008786,-0.008786,,0.034410,0.025624,-0.015826,-0.015826,,0.067520,0.051694,-0.017325,-0.017325,,0.051240,0.033915,-0.025272,-0.025272,,0.315075,0.289803,-0.045719,-0.045719,,0.198255,0.152536,-0.041319,-0.041319,,0.108413,0.067094,0.113349,0.113349,,0.497004,0.610353,0.057298,0.057298,,0.731713,0.789011
harvest_total,harvest_2005_00303,2005,2015,10,1,-0.011660,-0.011660,,0.034795,0.023135,-0.006215,-0.006215,,0.057881,0.051666,-0.010257,-0.010257,,0.046207,0.035950,-0.048359,-0.048359,,0.324178,0.275819,-0.049459,-0.049459,,0.197760,0.148301,-0.031996,-0.031996,,0.101730,0.069734,0.106496,0.106496,,0.499521,0.606017,0.037780,0.037780,,0.736216,0.773996
harvest_total,harvest_2005_00303,2005,2019,14,1,-0.009543,-0.009543,,0.031468,0.021925,-0.009185,-0.009185,,0.058995,0.049810,-0.014809,-0.014809,,0.044448,0.029639,-0.042653,-0.042653,,0.357343,0.314690,-0.026621,-0.026621,,0.186953,0.160332,-0.018453,-0.018453,,0.087430,0.068977,0.035997,0.035997,,0.616875,0.652872,0.045105,0.045105,,0.773862,0.818967
harvest_total,harvest_2005_00303,2005,2020,15,1,-0.001252,-0.001252,,0.020454,0.019202,-0.003121,-0.003121,,0.044461,0.041340,-0.007714,-0.007714,,0.031949,0.024235,-0.026125,-0.026125,,0.320974,0.294849,-0.013626,-0.013626,,0.154035,0.140409,-0.007068,-0.007068,,0.067878,0.060810,0.006767,0.006767,,0.650594,0.657361,0.029330,0.029330,,0.818437,0.847767
harvest_total,harvest_2005_00303,2005,2021,16,1,0.000880,0.000880,,0.025280,0.026160,0.001403,0.001403,,0.053330,0.054733,-0.001044,-0.001044,,0.036417,0.035373,-0.026978,-0.026978,,0.309795,0.282817,0.003328,0.003328,,0.158517,0.161845,-0.012458,-0.012458,,0.078575,0.066117,0.029949,0.029949,,0.596588,0.626537,-0.004832,-0.004832,,0.786218,0.781386
harvest_total,harvest_2005_00303,2005,2022,17,1,-0.001512,-0.001512,,0.020632,0.019120,-0.004097,-0.004097,,0.042605,0.038508,-0.006655,-0.006655,,0.030780,0.024125,-0.042570,-0.042570,,0.317935,0.275365,-0.011275,-0.011275,,0.144025,0.132750,-0.007040,-0.007040,,0.063945,0.056905,-0.011358,-0.011358,,0.668835,0.657477,0.023006,0.023006,,0.815887,0.838893
harvest_total,harvest_2005_00303,2005,2023,18,1,0.000398,0.000398,,0.021554,0.021952,-0.002201,-0.002201,,0.045053,0.042852,-0.002791,-0.002791,,0.033131,0.030340,-0.010010,-0.010010,,0.303635,0.293625,-0.018164,-0.018164,,0.153829,0.135665,-0.005652,-0.005652,,0.066159,0.060507,-0.005984,-0.005984,,0.662732,0.656748,-0.006434,-0.006434,,0.809345,0.802911
harvest_total,harvest_2005_00303,2005,2024,19,1,-0.001512,-0.001512,,0.022832,0.021320,-0.001485,-0.001485,,0.047445,0.045960,-0.002461,-0.002461,,0.031729,0.029268,-0.008951,-0.008951,,0.282199,0.273248,0.006050,0.006050,,0.143118,0.149168,-0.000427,-0.000427,,0.066214,0.065787,-0.024390,-0.024390,,0.621259,0.596869,-0.000492,-0.000492,,0.800039,0.799547
harvest_total,harvest_2005_00303,2005,2025,20,1,0.002888,0.002888,,0.018212,0.021100,0.002943,0.002943,,0.044255,0.047198,0.002750,0.002750,,0.026985,0.029735,-0.015345,-0.015345,,0.285705,0.270360,-0.002860,-0.002860,,0.136270,0.133410,-0.003410,-0.003410,,0.063175,0.059765,-0.030263,-0.030263,,0.668188,0.637925,-0.026029,-0.026029,,0.830298,0.804269
harvest_total,harvest_2005_00365,2005,2002,-3,2,0.003877,0.003877,0.003558,0.021994,0.025871,0.015744,0.015744,0.006786,0.034527,0.050271,0.003458,0.003458,0.004735,0.024950,0.028408,0.201493,0.201493,0.034457,0.191146,0.392639,0.064583,0.064583,0.028001,0.089665,0.154248,0.017861,0.017861,0.012659,0.039787,0.057647,0.102598,0.102598,0.031405,0.638253,0.740850,0.121954,0.121954,0.018207,0.747451,0.869406
harvest_total,harvest_2005_00365,2005,2004,-1,1,-0.029177,-0.029177,,0.058307,0.029130,-0.037730,-0.037730,,0.089506,0.051776,-0.085374,-0.085374,,0.116058,0.030684,0.230643,0.230643,,0.202751,0.433394,-0.071266,-0.071266,,0.232149,0.160883,-0.104982,-0.104982,,0.171319,0.066337,0.608332,0.608332,,0.108184,0.716516,0.583379,0.583379,,0.280761,0.864140
harvest_total,harvest_2005_00365,2005,2005,0,1,-0.053927,-0.053927,,0.085560,0.031633,-0.076229,-0.076229,,0.120457,0.044228,-0.121495,-0.121495,,0.154832,0.033337,0.122100,0.122100,,0.260377,0.382477,-0.204986,-0.204986,,0.358388,0.153402,-0.236087,-0.236087,,0.293212,0.057125,0.816333,0.816333,,-0.070265,0.746068,0.618150,0.618150,,0.218418,0.836568
harvest_total,harvest_2005_00365,2005,2006,1,2,-0.068943,-0.068943,0.037413,0.087066,0.018123,-0.078410,-0.078410,0.042266,0.111417,0.033007,-0.111973,-0.111973,0.054106,0.130192,0.018219,0.103255,0.103255,0.004346,0.271089,0.374344,-0.183611,-0.183611,0.025191,0.313460,0.129849,-0.161611,-0.161611,0.040826,0.211159,0.049548,0.644003,0.644003,0.107231,0.133876,0.777879,0.527181,0.527181,0.206851,0.384378,0.911559
harvest_total,harvest_2005_00365,2005,2010,5,1,-0.048043,-0.048043,,0.067575,0.019532,-0.055949,-0.055949,,0.091363,0.035414,-0.087065,-0.087065,,0.108853,0.021788,0.094628,0.094628,,0.257242,0.351870,-0.150274,-0.150274,,0.274128,0.123854,-0.154908,-0.154908,,0.199383,0.044475,0.645319,0.645319,,0.130546,0.775865,0.477911,0.477911,,0.405332,0.883243
harvest_total,harvest_2005_00365,2005,2013,8,2,-0.024826,-0.024826,0.019631,0.044826,0.019999,-0.042652,-0.042652,0.019504,0.078424,0.035771,-0.049479,-0.049479,0.033941,0.069328,0.019849,0.016720,0.016720,0.025279,0.337295,0.354016,-0.121860,-0.121860,0.022838,0.238453,0.116594,-0.092538,-0.092538,0.042780,0.136559,0.044021,0.344935,0.344935,0.146073,0.435657,0.780591,0.229656,0.229656,0.158084,0.665081,0.894737
harvest_total,harvest_2005_00365,2005,2014,9,2,-0.016802,-0.016802,0.010345,0.034479,0.017676,-0.033825,-0.033825,0.003889,0.066888,0.033063,-0.037345,-0.037345,0.023179,0.054512,0.017167,0.031419,0.031419,0.049761,0.345587,0.377005,-0.086487,-0.086487,0.011900,0.210712,0.124225,-0.061078,-0.061078,0.019445,0.107698,0.046620,0.253383,0.253383,0.127011,0.531421,0.784805,0.182671,0.182671,0.129838,0.723585,0.906257
harvest_total,harvest_2005_00365,2005,2015,10,2,-0.016967,-0.016967,0.006846,0.033516,0.016549,-0.027183,-0.027183,0.002548,0.062982,0.035798,-0.027157,-0.027157,0.013164,0.046648,0.019491,-0.008608,-0.008608,0.014078,0.341503,0.332895,-0.081909,-0.081909,0.016860,0.194254,0.112345,-0.052828,-0.052828,0.022635,0.094305,0.041478,0.240661,0.240661,0.148205,0.536228,0.776890,0.128630,0.128630,0.073613,0.757540,0.886170
harvest_total,harvest_2005_00365,2005,2016,11,2,-0.019484,-0.019484,0.015809,0.038081,0.018597,-0.039408,-0.039408,0.013768,0.072855,0.033447,-0.038754,-0.038754,0.025172,0.056684,0.017931,-0.005287,-0.005287,0.046308,0.358704,0.353417,-0.083428,-0.083428,0.033631,0.202407,0.118979,-0.061483,-0.061483,0.039893,0.107519,0.046036,0.218686,0.218686,0.156570,0.552130,0.770817,0.168019,0.168019,0.118293,0.736714,0.904734
harvest_total,harvest_2005_00365,2005,2017,12,1,-0.017683,-0.017683,,0.038975,0.021292,-0.029205,-0.029205,,0.070160,0.040955,-0.043285,-0.043285,,0.064935,0.021650,0.003658,0.003658,,0.314195,0.317853,-0.089210,-0.089210,,0.199520,0.110310,-0.073012,-0.073012,,0.116965,0.043953,0.332359,0.332359,,0.442703,0.775062,0.226474,0.226474,,0.655052,0.881526
harvest_total,harvest_2005_00365,2005,2018,13,2,-0.015366,-0.015366,0.009868,0.034217,0.018852,-0.026798,-0.026798,0.005600,0.064976,0.038178,-0.027239,-0.027239,0.020029,0.049480,0.022242,-0.004971,-0.004971,0.044345,0.342782,0.337811,-0.075549,-0.075549,0.021400,0.186567,0.111018,-0.050249,-0.050249,0.028440,0.091898,0.041650,0.200726,0.200726,0.153537,0.573712,0.774438,0.120657,0.120657,0.121980,0.751495,0.872152
harvest_total,harvest_2005_00365,2005,2019,14,2,-0.037083,-0.037083,0.043188,0.055626,0.018542,-0.060190,-0.060190,0.045959,0.092194,0.032004,-0.079653,-0.079653,0.091141,0.098141,0.018488,-0.033694,-0.033694,0.036781,0.329244,0.295551,-0.114394,-0.114394,0.075127,0.222971,0.108577,-0.093555,-0.093555,0.090616,0.134331,0.040777,0.327178,0.327178,0.344439,0.430556,0.757734,0.338062,0.338062,0.401999,0.544002,0.882065
harvest_total,harvest_2005_00365,2005,2020,15,2,-0.036417,-0.036417,0.038590,0.056190,0.019773,-0.054072,-0.054072,0.047088,0.087692,0.033619,-0.066103,-0.066103,0.076236,0.085780,0.019677,0.031433,0.031433,0.108719,0.290201,0.321634,-0.056018,-0.056018,0.010286,0.172803,0.116786,-0.053212,-0.053212,0.040155,0.095611,0.042399,0.335735,0.335735,0.358700,0.434304,0.770039,0.390122,0.390122,0.486938,0.494150,0.884272
harvest_total,harvest_2005_00365,2005,2021,16,1,-0.069300,-0.069300,,0.083140,0.013840,-0.095315,-0.095315,,0.126150,0.030835,-0.118250,-0.118250,,0.137315,0.019065,0.043477,0.043477,,0.213105,0.256582,-0.112694,-0.112694,,0.208072,0.095378,-0.117948,-0.117948,,0.156098,0.038150,0.601462,0.601462,,0.146310,0.747772,0.654238,0.654238,,0.207433,0.861671
harvest_total,harvest_2005_00365,2005,2022,17,2,-0.027658,-0.027658,0.035205,0.045444,0.017786,-0.050958,-0.050958,0.042274,0.080843,0.029886,-0.052428,-0.052428,0.061001,0.072566,0.020138,-0.019429,-0.019429,0.088769,0.270209,0.250780,-0.045443,-0.045443,0.010520,0.155272,0.109829,-0.041051,-0.041051,0.034701,0.085374,0.044324,0.207372,0.207372,0.271565,0.495373,0.702746,0.305669,0.305669,0.390059,0.555511,0.861180
harvest_total,harvest_2005_00365,2005,2023,18,2,-0.026070,-0.026070,0.032008,0.046180,0.020110,-0.038940,-0.038940,0.055109,0.069170,0.030230,-0.051108,-0.051108,0.058628,0.073377,0.022269,0.083985,0.083985,0.108934,0.148370,0.232355,-0.072112,-0.072112,0.043141,0.178881,0.106770,-0.109278,-0.109278,0.007710,0.154805,0.045527,0.717797,0.717797,0.326865,-0.041340,0.676457,0.412497,0.412497,0.141239,0.415878,0.828375
harvest_total,harvest_2005_00365,2005,2024,19,2,-0.025265,-0.025265,0.015566,0.045774,0.020508,-0.041677,-0.041677,0.028293,0.073164,0.031488,-0.041272,-0.041272,0.035031,0.064440,0.023169,0.007865,0.007865,0.016626,0.216749,0.224614,-0.056973,-0.056973,0.013933,0.173690,0.116718,-0.065395,-0.065395,0.004005,0.116291,0.050896,0.326618,0.326618,0.054761,0.303383,0.630001,0.289957,0.289957,0.251980,0.523645,0.813602
harvest_total,harvest_2005_00365,2005,2025,20,2,-0.022578,-0.022578,0.014137,0.044187,0.021609,-0.031426,-0.031426,0.022956,0.073020,0.041594,-0.038548,-0.038548,0.026338,0.061580,0.023032,0.048764,0.048764,0.049674,0.238653,0.287416,-0.043540,-0.043540,0.034233,0.164004,0.120465,-0.048043,-0.048043,0.006923,0.097110,0.049068,0.297847,0.297847,0.086980,0.405691,0.703538,0.272279,0.272279,0.235363,0.571414,0.843693
harvest_total,harvest_2005_00705,2005,2002,-3,10,0.001533,-0.000079,0.004448,0.025685,0.026243,-0.000357,-0.000003,0.006749,0.040130,0.039065,-0.001010,-0.001239,0.005433,0.029061,0.027439,0.052580,0.062681,0.031373,0.166878,0.223514,0.022907,0.028028,0.019959,0.076361,0.104356,0.011275,0.011868,0.010518,0.033585,0.044413,-0.001613,-0.001904,0.052012,0.676092,0.671364,0.063106,0.069168,0.034012,0.719921,0.782288
harvest_total,harvest_2005_00705,2005,2005,0,6,-0.001059,-0.000914,0.006260,0.022565,0.020825,0.003239,0.003472,0.006301,0.033633,0.037662,-0.009261,-0.007599,0.007765,0.038060,0.027535,0.093384,0.099138,0.042886,0.171937,0.260618,0.009433,0.017834,0.025277,0.091692,0.104178,-0.004270,-0.003680,0.016604,0.044654,0.042413,0.083405,0.191717,0.220315,0.612888,0.709858,0.119768,0.165802,0.092375,0.661142,0.794672
harvest_total,harvest_2005_00705,2005,2006,1,6,-0.025541,-0.025481,0.002110,0.045644,0.020049,-0.025822,-0.026847,0.002779,0.061669,0.036163,-0.054381,-0.055048,0.004967,0.078974,0.025816,0.087746,0.097765,0.032717,0.142980,0.231695,-0.125750,-0.125434,0.015253,0.245995,0.108021,-0.130288,-0.129876,0.013904,0.180572,0.047596,0.806064,0.770051,0.090937,-0.133242,0.666824,0.536466,0.521713,0.045963,0.274718,0.806997
harvest_total,harvest_2005_00705,2005,2009,4,7,-0.020364,-0.020845,0.005689,0.055516,0.036431,-0.022647,-0.024966,0.006278,0.074051,0.049219,-0.034677,-0.036982,0.006618,0.070050,0.035373,0.054436,0.042049,0.037225,0.185949,0.238336,-0.103840,-0.106916,0.022052,0.213476,0.096670,-0.098161,-0.098142,0.017644,0.140505,0.038810,0.564113,0.538792,0.086404,0.150126,0.719879,0.300804,0.286582,0.061968,0.454954,0.750924
harvest_total,harvest_2005_00705,2005,2010,5,9,-0.022825,-0.022452,0.005626,0.038975,0.015902,-0.027953,-0.028705,0.005330,0.059682,0.031990,-0.036809,-0.038972,0.006934,0.058362,0.022448,0.048731,0.042541,0.039448,0.188933,0.216487,-0.122072,-0.123927,0.019882,0.227982,0.091500,-0.101145,-0.108589,0.016847,0.152509,0.038659,0.580424,0.590193,0.082874,0.098532,0.730052,0.275462,0.299134,0.053143,0.530552,0.819198
harvest_total,harvest_2005_00705,2005,2011,6,6,-0.015469,-0.015013,0.003185,0.038796,0.022873,-0.020570,-0.019239,0.006754,0.058651,0.038288,-0.032890,-0.032803,0.003657,0.057029,0.023808,0.042337,0.032457,0.052290,0.203879,0.240001,-0.102686,-0.104127,0.015575,0.202559,0.100080,-0.090091,-0.092730,0.013367,0.130550,0.043636,0.493440,0.501919,0.111205,0.222701,0.716141,0.257398,0.253286,0.053979,0.557653,0.813532
harvest_total,harvest_2005_00705,2005,2013,8,10,-0.022790,-0.020734,0.009606,0.039546,0.018535,-0.023265,-0.022644,0.012291,0.059414,0.035840,-0.032429,-0.029972,0.012142,0.052278,0.021952,0.000722,-0.008353,0.066874,0.248868,0.232892,-0.105312,-0.101105,0.028092,0.205364,0.102122,-0.078087,-0.076838,0.021621,0.124047,0.044317,0.372015,0.356507,0.116404,0.337896,0.685297,0.210218,0.187162,0.075448,0.634634,0.839926
harvest_total,harvest_2005_00705,2005,2014,9,10,-0.009295,-0.009063,0.008060,0.027089,0.018013,-0.015098,-0.013111,0.008856,0.046894,0.035173,-0.022048,-0.022041,0.008266,0.040907,0.019732,0.008477,0.002269,0.048880,0.256397,0.246435,-0.075528,-0.072606,0.020854,0.181823,0.100891,-0.058870,-0.055514,0.013929,0.103600,0.043025,0.257120,0.263226,0.095475,0.448276,0.703075,0.132726,0.135747,0.058181,0.718689,0.849501
harvest_total,harvest_2005_00705,2005,2015,10,10,-0.008058,-0.006189,0.010951,0.038432,0.032746,-0.012925,-0.011729,0.008939,0.055337,0.043802,-0.018528,-0.016526,0.008174,0.042977,0.027810,-0.013812,-0.015697,0.036312,0.258996,0.245513,-0.074429,-0.072238,0.021757,0.180133,0.099117,-0.050291,-0.052462,0.013682,0.095357,0.041079,0.211308,0.241012,0.101104,0.488606,0.714261,0.080282,0.087911,0.068042,0.724993,0.785051
harvest_total,harvest_2005_00705,2005,2016,11,8,-0.016170,-0.015524,0.004405,0.029638,0.014410,-0.023258,-0.022131,0.004750,0.051886,0.030038,-0.022344,-0.021928,0.006552,0.039883,0.018185,-0.014959,-0.024446,0.043470,0.263814,0.239849,-0.069066,-0.063496,0.019073,0.166548,0.093742,-0.046311,-0.044103,0.013924,0.089293,0.041010,0.215317,0.202327,0.105598,0.498164,0.704066,0.140646,0.130916,0.062668,0.738269,0.861020
harvest_total,harvest_2005_00705,2005,2018,13,7,-0.012086,-0.010648,0.004891,0.029666,0.016906,-0.014299,-0.012780,0.006473,0.050374,0.036032,-0.017119,-0.015643,0.006305,0.036376,0.020082,-0.037441,-0.043299,0.033100,0.278816,0.237456,-0.052016,-0.047449,0.022011,0.143613,0.091376,-0.033756,-0.030154,0.013681,0.068496,0.037201,0.120721,0.119799,0.090147,0.605467,0.722614,0.078372,0.081380,0.059913,0.763967,0.840187
harvest_total,harvest_2005_00705,2005,2019,14,3,-0.006366,-0.008493,0.004529,0.028388,0.020303,-0.009817,-0.007242,0.005329,0.047995,0.042096,-0.008002,-0.011151,0.007109,0.032815,0.023864,-0.025974,-0.033427,0.052101,0.280329,0.246792,-0.032464,-0.029283,0.025532,0.139047,0.108467,-0.012031,-0.019305,0.021454,0.065375,0.048050,-0.019062,0.056275,0.140800,0.663732,0.662274,-0.026691,0.021396,0.091398,0.811622,0.800662
harvest_total,harvest_2005_00705,2005,2020,15,8,-0.005679,-0.009001,0.007788,0.023533,0.014211,-0.007425,-0.011194,0.009346,0.044290,0.031103,-0.005974,-0.009406,0.008358,0.029006,0.018564,-0.061469,-0.073979,0.035687,0.280769,0.193442,-0.029583,-0.043024,0.031440,0.134186,0.087127,-0.012973,-0.020854,0.018376,0.058541,0.037710,0.009100,0.044280,0.111182,0.667881,0.680455,-0.001386,0.015878,0.058322,0.812368,0.825746
harvest_total,harvest_2005_00705,2005,2021,16,10,-0.009157,-0.009922,0.005998,0.027837,0.017924,-0.012718,-0.010467,0.008236,0.044846,0.034313,-0.012210,-0.011048,0.006500,0.031523,0.021319,-0.054044,-0.058075,0.056401,0.261176,0.193043,-0.047678,-0.037047,0.029433,0.130976,0.094133,-0.026270,-0.023173,0.017966,0.065829,0.039807,0.060032,0.071611,0.111175,0.624370,0.666702,0.030361,0.034487,0.055195,0.799389,0.797589
harvest_total,harvest_2005_00705,2005,2022,17,10,-0.004118,-0.003284,0.003061,0.020372,0.015916,-0.009412,-0.009505,0.008074,0.038713,0.026840,-0.006063,-0.006716,0.006176,0.024970,0.018694,-0.046276,-0.058660,0.049063,0.256761,0.190534,-0.018397,-0.018000,0.023913,0.119460,0.100974,-0.009707,-0.008869,0.011538,0.051323,0.039305,-0.035307,-0.022324,0.063744,0.696980,0.654202,-0.001665,0.006719,0.039607,0.828463,0.828546
harvest_total,harvest_2005_00705,2005,2024,19,10,-0.007501,-0.006254,0.005610,0.030395,0.021595,-0.016026,-0.015137,0.005462,0.052168,0.037022,-0.009818,-0.009579,0.006887,0.035400,0.025418,-0.041793,-0.040348,0.065990,0.213950,0.176283,-0.023354,-0.017556,0.024803,0.138037,0.114682,-0.019291,-0.012478,0.013554,0.069816,0.051907,-0.003222,0.008630,0.114398,0.552640,0.568008,0.033604,0.037562,0.083975,0.722768,0.772818
harvest_total,harvest_2005_00705,2005,2025,20,10,-0.006847,-0.005459,0.006702,0.026682,0.020214,-0.011385,-0.012140,0.011887,0.054244,0.038823,-0.011626,-0.009769,0.007818,0.034327,0.025933,-0.044880,-0.039042,0.044766,0.251138,0.214803,-0.029686,-0.025143,0.024889,0.136566,0.107051,-0.023644,-0.018919,0.018394,0.066172,0.047967,0.043451,0.047660,0.102198,0.567350,0.623105,0.028336,0.038473,0.046290,0.736272,0.790826
harvest_total,harvest_2005_00747,2005,2002,-3,1,0.053294,0.053294,,0.029928,0.083222,0.059496,0.059496,,0.047404,0.106900,0.057351,0.057351,,0.032279,0.089630,0.132563,0.132563,,0.253984,0.386547,0.047906,0.047906,,0.116277,0.164183,0.013269,0.013269,,0.050869,0.064138,0.044879,0.044879,,0.670499,0.715378,-0.140309,-0.140309,,0.778339,0.638030
harvest_total,harvest_2005_00747,2005,2004,-1,1,0.000165,0.000165,,0.028869,0.029034,0.006146,0.006146,,0.042880,0.049026,0.001596,0.001596,,0.027122,0.028718,0.066632,0.066632,,0.277565,0.344197,0.029054,0.029054,,0.103380,0.132434,0.002419,0.002419,,0.048133,0.050552,0.032625,0.032625,,0.692263,0.724888,0.017740,0.017740,,0.812118,0.829858
harvest_total,harvest_2005_00747,2005,2005,0,1,0.000729,0.000729,,0.021182,0.021911,0.004359,0.004359,,0.037036,0.041395,-0.008429,-0.008429,,0.034644,0.026215,0.112778,0.112778,,0.188396,0.301174,0.002916,0.002916,,0.120402,0.123318,-0.023279,-0.023279,,0.069610,0.046331,0.285465,0.285465,,0.447593,0.733058,0.151162,0.151162,,0.677562,0.828724
harvest_total,harvest_2005_00747,2005,2014,9,1,-0.008333,-0.008333,,0.023685,0.015352,-0.014987,-0.014987,,0.048572,0.033585,-0.018068,-0.018068,,0.035840,0.017772,-0.042762,-0.042762,,0.315735,0.272973,-0.071747,-0.071747,,0.173312,0.101565,-0.047025,-0.047025,,0.087375,0.040350,0.170384,0.170384,,0.572054,0.742438,0.068505,0.068505,,0.804101,0.872606
harvest_total,harvest_2005_00747,2005,2015,10,1,-0.010134,-0.010134,,0.028181,0.018047,-0.020296,-0.020296,,0.052863,0.032567,-0.018934,-0.018934,,0.036514,0.017580,-0.045210,-0.045210,,0.311665,0.266455,-0.067348,-0.067348,,0.166300,0.098952,-0.038610,-0.038610,,0.075880,0.037270,0.147899,0.147899,,0.608906,0.756805,0.085103,0.085103,,0.788839,0.873942
harvest_total,harvest_2005_00747,2005,2016,11,1,-0.002805,-0.002805,,0.018900,0.016095,-0.007975,-0.007975,,0.039580,0.031605,-0.006434,-0.006434,,0.023492,0.017058,-0.062026,-0.062026,,0.350041,0.288015,-0.047465,-0.047465,,0.149470,0.102005,-0.026318,-0.026318,,0.063890,0.037572,0.077730,0.077730,,0.691495,0.769225,0.013679,0.013679,,0.874524,0.888203
harvest_total,harvest_2005_00747,2005,2019,14,1,-0.008415,-0.008415,,0.024592,0.016177,-0.008978,-0.008978,,0.047431,0.038453,-0.008388,-0.008388,,0.030560,0.022172,-0.034828,-0.034828,,0.316546,0.281718,-0.043561,-0.043561,,0.148398,0.104837,-0.030347,-0.030347,,0.070504,0.040157,0.117934,0.117934,,0.634909,0.752843,0.031425,0.031425,,0.822650,0.854075
harvest_total,harvest_2005_00747,2005,2021,16,1,0.007191,0.007191,,0.023520,0.030711,-0.003589,-0.003589,,0.044173,0.040584,-0.006119,-0.006119,,0.026050,0.019931,-0.035269,-0.035269,,0.313865,0.278596,-0.027307,-0.027307,,0.135362,0.108055,-0.022179,-0.022179,,0.061883,0.039704,0.077918,0.077918,,0.670617,0.748535,0.017700,0.017700,,0.846726,0.864426
harvest_total,harvest_2005_00747,2005,2022,17,1,-0.002475,-0.002475,,0.016728,0.014253,0.000440,0.000440,,0.031550,0.031990,-0.000770,-0.000770,,0.018597,0.017827,-0.049995,-0.049995,,0.281058,0.231063,-0.011797,-0.011797,,0.105415,0.093618,-0.005115,-0.005115,,0.042275,0.037160,-0.007805,-0.007805,,0.741273,0.733468,-0.016419,-0.016419,,0.876665,0.860246
harvest_total,harvest_2005_00747,2005,2024,19,1,0.000055,0.000055,,0.020440,0.020495,-0.000881,-0.000881,,0.038013,0.037132,0.000110,0.000110,,0.026160,0.026270,-0.019992,-0.019992,,0.273852,0.253860,-0.000495,-0.000495,,0.113335,0.112840,-0.001843,-0.001843,,0.050525,0.048682,-0.015573,-0.015573,,0.688480,0.672907,-0.014074,-0.014074,,0.832989,0.818915
harvest_total,harvest_2005_00747,2005,2025,20,1,0.004909,0.004909,,0.015339,0.020248,0.009776,0.009776,,0.033324,0.043100,0.007562,0.007562,,0.019450,0.027012,0.024489,0.024489,,0.247961,0.272450,0.008291,0.008291,,0.098499,0.106790,0.005019,0.005019,,0.043471,0.048490,0.002972,0.002972,,0.702593,0.705565,-0.037900,-0.037900,,0.853797,0.815897
harvest_total,harvest_2005_00977,2005,2002,-3,10,-0.003988,-0.003339,0.004185,0.026037,0.022117,-0.002200,-0.001655,0.005382,0.036926,0.035881,0.000042,-0.000630,0.004306,0.023856,0.022564,0.039799,0.045953,0.074736,0.228656,0.273776,0.010808,0.019001,0.030340,0.101867,0.119618,0.002660,0.006430,0.011514,0.045052,0.049694,0.015525,0.019623,0.037775,0.669380,0.684085,0.029005,0.035777,0.041361,0.814696,0.839737
