disturbance_type,event_id,disturbance_year,observation_year,years_since_disturbance,supported_site_reference_pairs,blue_gap_median,blue_gap_mean,blue_gap_sd,dist_blue_median,ref_blue_median,green_gap_median,green_gap_mean,green_gap_sd,dist_green_median,ref_green_median,red_gap_median,red_gap_mean,red_gap_sd,dist_red_median,ref_red_median,nir_gap_median,nir_gap_mean,nir_gap_sd,dist_nir_median,ref_nir_median,swir1_gap_median,swir1_gap_mean,swir1_gap_sd,dist_swir1_median,ref_swir1_median,swir2_gap_median,swir2_gap_mean,swir2_gap_sd,dist_swir2_median,ref_swir2_median,nbr_gap_median,nbr_gap_mean,nbr_gap_sd,dist_nbr_median,ref_nbr_median,ndvi_gap_median,ndvi_gap_mean,ndvi_gap_sd,dist_ndvi_median,ref_ndvi_median
harvest_total,harvest_2005_00034,2005,2015,10,1,0.037936,0.037936,,0.029955,0.067891,0.026317,0.026317,,0.059408,0.085725,0.023980,0.023980,,0.045740,0.069720,0.039848,0.039848,,0.274705,0.314553,-0.039710,-0.039710,,0.184038,0.144328,-0.020212,-0.020212,,0.087512,0.067300,0.093557,0.093557,,0.554726,0.648283,-0.066929,-0.066929,,0.714522,0.647593
harvest_total,harvest_2005_00034,2005,2016,11,1,-0.001897,-0.001897,,0.027975,0.026078,0.004964,0.004964,,0.056231,0.061195,0.011247,0.011247,,0.036500,0.047747,0.019525,0.019525,,0.297750,0.317275,-0.011701,-0.011701,,0.175911,0.164210,-0.000316,-0.000316,,0.080871,0.080555,0.048279,0.048279,,0.572982,0.621261,-0.025774,-0.025774,,0.782523,0.756749
harvest_total,harvest_2005_00034,2005,2018,13,1,-0.004249,-0.004249,,0.028869,0.024620,-0.003671,-0.003671,,0.059641,0.055970,-0.005431,-0.005431,,0.044021,0.038590,0.012733,0.012733,,0.282075,0.294808,-0.027816,-0.027816,,0.166479,0.138663,-0.012828,-0.012828,,0.077406,0.064578,0.072891,0.072891,,0.580765,0.653656,0.023262,0.023262,,0.741151,0.764413
harvest_total,harvest_2005_00034,2005,2019,14,1,-0.001911,-0.001911,,0.027755,0.025844,-0.003561,-0.003561,,0.066805,0.063244,0.000014,0.000014,,0.044214,0.044228,0.040810,0.040810,,0.303497,0.344307,-0.018934,-0.018934,,0.168143,0.149209,-0.005926,-0.005926,,0.078437,0.072511,0.035274,0.035274,,0.613529,0.648803,-0.003369,-0.003369,,0.770884,0.767515
harvest_total,harvest_2005_00034,2005,2020,15,1,-0.006339,-0.006339,,0.028140,0.021801,-0.004771,-0.004771,,0.056575,0.051804,0.001966,0.001966,,0.035483,0.037449,0.037592,0.037592,,0.296073,0.333665,-0.005719,-0.005719,,0.146747,0.141028,0.000233,0.000233,,0.063588,0.063821,0.018220,0.018220,,0.640836,0.659056,0.001019,0.001019,,0.775500,0.776519
harvest_total,harvest_2005_00034,2005,2022,17,1,-0.001155,-0.001155,,0.023726,0.022571,-0.005748,-0.005748,,0.055173,0.049425,0.001293,0.001293,,0.037036,0.038329,0.029686,0.029686,,0.280824,0.310510,-0.015633,-0.015633,,0.150336,0.134703,-0.007315,-0.007315,,0.066489,0.059174,0.068734,0.068734,,0.603821,0.672555,0.015985,0.015985,,0.766726,0.782711
harvest_total,harvest_2005_00034,2005,2023,18,1,0.000577,0.000577,,0.027425,0.028002,0.024489,0.024489,,0.031990,0.056479,0.013819,0.013819,,0.027466,0.041285,0.245933,0.245933,,0.058775,0.304708,0.026249,0.026249,,0.125215,0.151464,-0.073603,-0.073603,,0.146541,0.072938,1.005211,1.005211,,-0.398779,0.606432,0.398281,0.398281,,0.345904,0.744185
harvest_total,harvest_2005_00034,2005,2024,19,1,-0.019511,-0.019511,,0.045987,0.026476,0.006889,0.006889,,0.052395,0.059284,-0.002434,-0.002434,,0.046895,0.044461,0.168905,0.168905,,0.140643,0.309548,-0.031556,-0.031556,,0.183625,0.152069,-0.076079,-0.076079,,0.148618,0.072539,0.622457,0.622457,,-0.004471,0.617986,0.257681,0.257681,,0.502431,0.760112
harvest_total,harvest_2005_00034,2005,2025,20,1,-0.020790,-0.020790,,0.046538,0.025748,-0.021175,-0.021175,,0.084103,0.062928,-0.016913,-0.016913,,0.062185,0.045272,0.119020,0.119020,,0.193745,0.312765,-0.056237,-0.056237,,0.192315,0.136078,-0.059785,-0.059785,,0.131045,0.071260,0.441943,0.441943,,0.151974,0.593917,0.192215,0.192215,,0.533712,0.725927
harvest_total,harvest_2005_00098,2005,2002,-3,1,0.003108,0.003108,,0.013152,0.016260,-0.002406,-0.002406,,0.026435,0.024029,0.000907,0.000907,,0.014995,0.015902,-0.023842,-0.023842,,0.173780,0.149938,-0.012938,-0.012938,,0.073927,0.060989,-0.003904,-0.003904,,0.030257,0.026353,-0.021428,-0.021428,,0.726436,0.705008,-0.039705,-0.039705,,0.847791,0.808086
harvest_total,harvest_2005_00098,2005,2005,0,1,-0.010587,-0.010587,,0.035867,0.025280,-0.008855,-0.008855,,0.040763,0.031908,-0.017050,-0.017050,,0.036225,0.019175,-0.009515,-0.009515,,0.187393,0.177878,-0.026345,-0.026345,,0.094112,0.067767,-0.010891,-0.010891,,0.037353,0.026462,0.034722,0.034722,,0.706273,0.740995,0.087719,0.087719,,0.676009,0.763728
harvest_total,harvest_2005_00098,2005,2009,4,1,-0.015263,-0.015263,,0.041890,0.026627,-0.018342,-0.018342,,0.057317,0.038975,-0.018012,-0.018012,,0.044612,0.026600,-0.152062,-0.152062,,0.320589,0.168527,-0.152790,-0.152790,,0.219361,0.066571,-0.076766,-0.076766,,0.109801,0.033035,0.181789,0.181789,,0.488752,0.670541,-0.026160,-0.026160,,0.758654,0.732494
harvest_total,harvest_2005_00098,2005,2010,5,1,-0.013063,-0.013063,,0.035469,0.022406,-0.014960,-0.014960,,0.054609,0.039649,-0.020556,-0.020556,,0.047706,0.027150,-0.135507,-0.135507,,0.297764,0.162257,-0.127229,-0.127229,,0.192824,0.065595,-0.070263,-0.070263,,0.098293,0.028030,0.220204,0.220204,,0.481535,0.701739,-0.002143,-0.002143,,0.716818,0.714675
harvest_total,harvest_2005_00098,2005,2011,6,1,-0.007123,-0.007123,,0.027810,0.020687,-0.015661,-0.015661,,0.050979,0.035318,-0.016445,-0.016445,,0.039415,0.022970,-0.149448,-0.149448,,0.297956,0.148508,-0.121385,-0.121385,,0.184890,0.063505,-0.063909,-0.063909,,0.089657,0.025748,0.145175,0.145175,,0.559310,0.704485,-0.037665,-0.037665,,0.778728,0.741063
harvest_total,harvest_2005_00098,2005,2012,7,1,-0.013228,-0.013228,,0.028443,0.015215,-0.016280,-0.016280,,0.048105,0.031825,-0.018508,-0.018508,,0.037353,0.018845,-0.185323,-0.185323,,0.351733,0.166410,-0.126473,-0.126473,,0.210850,0.084377,-0.070428,-0.070428,,0.104150,0.033722,0.119914,0.119914,,0.543084,0.662998,-0.011447,-0.011447,,0.807998,0.796551
harvest_total,harvest_2005_00098,2005,2013,8,1,-0.006531,-0.006531,,0.023616,0.017085,-0.008511,-0.008511,,0.041945,0.033434,-0.008690,-0.008690,,0.029721,0.021031,-0.190108,-0.190108,,0.353960,0.163852,-0.111981,-0.111981,,0.181618,0.069637,-0.051906,-0.051906,,0.082906,0.031000,0.055994,0.055994,,0.618156,0.674150,-0.096746,-0.096746,,0.843155,0.746409
harvest_total,harvest_2005_00098,2005,2014,9,1,-0.005830,-0.005830,,0.017607,0.011777,-0.016611,-0.016611,,0.043513,0.026902,-0.008470,-0.008470,,0.027700,0.019230,-0.214444,-0.214444,,0.370212,0.155768,-0.121715,-0.121715,,0.195450,0.073735,-0.050875,-0.050875,,0.085313,0.034438,-0.015900,-0.015900,,0.653791,0.637891,-0.089630,-0.089630,,0.869855,0.780225
harvest_total,harvest_2005_00098,2005,2015,10,1,-0.016844,-0.016844,,0.041780,0.024936,-0.023828,-0.023828,,0.063092,0.039264,-0.020583,-0.020583,,0.049232,0.028649,-0.171903,-0.171903,,0.339358,0.167455,-0.091465,-0.091465,,0.169600,0.078135,-0.032258,-0.032258,,0.069198,0.036940,0.018061,0.018061,,0.627868,0.645929,-0.030066,-0.030066,,0.748372,0.718306
harvest_total,harvest_2005_00098,2005,2016,11,1,0.000563,0.000563,,0.017429,0.017992,-0.010904,-0.010904,,0.041711,0.030807,-0.002104,-0.002104,,0.023644,0.021540,-0.244777,-0.244777,,0.395622,0.150845,-0.090791,-0.090791,,0.172776,0.081985,-0.028379,-0.028379,,0.069142,0.040763,-0.127985,-0.127985,,0.702506,0.574521,-0.140190,-0.140190,,0.885320,0.745130
harvest_total,harvest_2005_00098,2005,2018,13,1,-0.009323,-0.009323,,0.030533,0.021210,-0.008044,-0.008044,,0.047734,0.039690,-0.000825,-0.000825,,0.027370,0.026545,-0.234575,-0.234575,,0.405440,0.170865,-0.078375,-0.078375,,0.166327,0.087952,-0.021670,-0.021670,,0.064935,0.043265,-0.112357,-0.112357,,0.727766,0.615409,-0.133262,-0.133262,,0.869402,0.736140
harvest_total,harvest_2005_00098,2005,2020,15,1,0.001321,0.001321,,0.018487,0.019808,-0.002420,-0.002420,,0.035180,0.032760,0.005885,0.005885,,0.018377,0.024262,-0.278960,-0.278960,,0.455297,0.176337,-0.082088,-0.082088,,0.166328,0.084240,-0.019827,-0.019827,,0.062377,0.042550,-0.185480,-0.185480,,0.754511,0.569031,-0.165645,-0.165645,,0.910769,0.745124
harvest_total,harvest_2005_00098,2005,2021,16,1,-0.008539,-0.008539,,0.027590,0.019051,-0.007742,-0.007742,,0.040708,0.032966,0.000769,0.000769,,0.022998,0.023767,-0.220151,-0.220151,,0.379397,0.159246,-0.048661,-0.048661,,0.143090,0.094429,-0.015469,-0.015469,,0.056355,0.040886,-0.159229,-0.159229,,0.748561,0.589332,-0.159829,-0.159829,,0.883051,0.723222
harvest_total,harvest_2005_00098,2005,2022,17,1,-0.000412,-0.000412,,0.021677,0.021265,0.001128,0.001128,,0.036857,0.037985,0.002682,0.002682,,0.020852,0.023534,-0.216617,-0.216617,,0.387427,0.170810,-0.053735,-0.053735,,0.149168,0.095433,-0.011426,-0.011426,,0.056657,0.045231,-0.176698,-0.176698,,0.750213,0.573515,-0.160676,-0.160676,,0.893643,0.732967
harvest_total,harvest_2005_00098,2005,2024,19,1,0.004070,0.004070,,0.021760,0.025830,0.000192,0.000192,,0.042000,0.042192,0.009543,0.009543,,0.020577,0.030120,-0.181335,-0.181335,,0.327780,0.146445,-0.049280,-0.049280,,0.148205,0.098925,-0.007178,-0.007178,,0.055805,0.048627,-0.233969,-0.233969,,0.735411,0.501442,-0.198182,-0.198182,,0.896532,0.698350
harvest_total,harvest_2005_00098,2005,2025,20,1,-0.011702,-0.011702,,0.033929,0.022227,-0.011247,-0.011247,,0.052010,0.040763,-0.004551,-0.004551,,0.031206,0.026655,-0.212576,-0.212576,,0.374943,0.162367,-0.055138,-0.055138,,0.143778,0.088640,-0.015689,-0.015689,,0.056864,0.041175,-0.134569,-0.134569,,0.737565,0.602996,-0.123824,-0.123824,,0.854902,0.731078
harvest_total,harvest_2005_00112,2005,2002,-3,1,0.001594,0.001594,,0.016893,0.018487,0.001004,0.001004,,0.035262,0.036266,0.004359,0.004359,,0.019257,0.023616,0.031529,0.031529,,0.180174,0.211703,0.018934,0.018934,,0.084900,0.103834,0.011646,0.011646,,0.035070,0.046716,-0.026484,-0.026484,,0.676587,0.650103,0.019029,0.019029,,0.775363,0.794392
harvest_total,harvest_2005_00112,2005,2004,-1,1,0.013379,0.013379,,0.024881,0.038260,0.019512,0.019512,,0.039896,0.059408,0.022413,0.022413,,0.024991,0.047404,0.045719,0.045719,,0.187695,0.233414,0.017283,0.017283,,0.085368,0.102651,0.009502,0.009502,,0.037572,0.047074,-0.009668,-0.009668,,0.668639,0.658971,-0.097252,-0.097252,,0.757051,0.659799
harvest_total,harvest_2005_00112,2005,2005,0,1,-0.001182,-0.001182,,0.022282,0.021100,0.004387,0.004387,,0.036046,0.040433,-0.000426,-0.000426,,0.025816,0.025390,0.038156,0.038156,,0.183309,0.221465,0.017710,0.017710,,0.082398,0.100108,0.007507,0.007507,,0.034300,0.041807,0.000778,0.000778,,0.678551,0.679329,0.029596,0.029596,,0.753334,0.782930
harvest_total,harvest_2005_00112,2005,2006,1,1,-0.031461,-0.031461,,0.048738,0.017277,-0.045182,-0.045182,,0.078327,0.033145,-0.063869,-0.063869,,0.089066,0.025197,-0.016459,-0.016459,,0.211785,0.195326,-0.152006,-0.152006,,0.242956,0.090950,-0.118071,-0.118071,,0.153512,0.035441,0.521655,0.521655,,0.161068,0.682723,0.388881,0.388881,,0.409718,0.798599
harvest_total,harvest_2005_00112,2005,2007,2,1,-0.016939,-0.016939,,0.051707,0.034768,-0.031914,-0.031914,,0.081394,0.049480,-0.048538,-0.048538,,0.078575,0.030037,0.022165,0.022165,,0.211317,0.233482,-0.096772,-0.096772,,0.205267,0.108495,-0.095370,-0.095370,,0.138387,0.043017,0.523342,0.523342,,0.167427,0.690769,0.320360,0.320360,,0.441115,0.761475
harvest_total,harvest_2005_00112,2005,2008,3,1,-0.017806,-0.017806,,0.044310,0.026504,-0.025107,-0.025107,,0.066777,0.041670,-0.036121,-0.036121,,0.063010,0.026889,-0.014136,-0.014136,,0.221878,0.207742,-0.097955,-0.097955,,0.192040,0.094085,-0.082679,-0.082679,,0.125188,0.042509,0.384777,0.384777,,0.284659,0.669436,0.200332,0.200332,,0.558854,0.759186
harvest_total,harvest_2005_00112,2005,2011,6,1,-0.014273,-0.014273,,0.032925,0.018652,-0.019937,-0.019937,,0.061085,0.041148,-0.023402,-0.023402,,0.049150,0.025748,-0.075804,-0.075804,,0.289596,0.213792,-0.096608,-0.096608,,0.184203,0.087595,-0.053983,-0.053983,,0.089328,0.035345,0.187529,0.187529,,0.528732,0.716261,0.074097,0.074097,,0.711396,0.785493
harvest_total,harvest_2005_00112,2005,2012,7,1,-0.017325,-0.017325,,0.036638,0.019313,-0.021478,-0.021478,,0.055365,0.033887,-0.024791,-0.024791,,0.046221,0.021430,-0.065987,-0.065987,,0.267569,0.201582,-0.080905,-0.080905,,0.181975,0.101070,-0.052773,-0.052773,,0.094828,0.042055,0.175385,0.175385,,0.476679,0.652064,0.100748,0.100748,,0.705416,0.806164
harvest_total,harvest_2005_00112,2005,2014,9,1,-0.005734,-0.005734,,0.030876,0.025142,-0.015263,-0.015263,,0.054320,0.039057,-0.012375,-0.012375,,0.039470,0.027095,-0.105146,-0.105146,,0.299056,0.193910,-0.089553,-0.089553,,0.175911,0.086358,-0.041607,-0.041607,,0.079551,0.037944,0.126449,0.126449,,0.563912,0.690361,0.006936,0.006936,,0.769409,0.776345
harvest_total,harvest_2005_00112,2005,2015,10,1,-0.010835,-0.010835,,0.031165,0.020330,-0.020102,-0.020102,,0.056657,0.036555,-0.019703,-0.019703,,0.042096,0.022393,-0.094504,-0.094504,,0.296884,0.202380,-0.082830,-0.082830,,0.171745,0.088915,-0.044083,-0.044083,,0.081325,0.037242,0.117408,0.117408,,0.573186,0.690594,0.044538,0.044538,,0.756143,0.800681
harvest_total,harvest_2005_00112,2005,2016,11,1,-0.012815,-0.012815,,0.032265,0.019450,-0.020543,-0.020543,,0.057675,0.037132,-0.014768,-0.014768,,0.039855,0.025087,-0.107305,-0.107305,,0.328921,0.221616,-0.070991,-0.070991,,0.163770,0.092779,-0.034650,-0.034650,,0.076141,0.041491,0.037682,0.037682,,0.632452,0.670134,-0.001454,-0.001454,,0.785954,0.784500
harvest_total,harvest_2005_00112,2005,2017,12,1,-0.009295,-0.009295,,0.026572,0.017277,-0.009144,-0.009144,,0.054980,0.045836,-0.010822,-0.010822,,0.037009,0.026187,-0.082555,-0.082555,,0.294601,0.212046,-0.059538,-0.059538,,0.147724,0.088186,-0.026290,-0.026290,,0.065485,0.039195,0.033277,0.033277,,0.653035,0.686312,-0.009523,-0.009523,,0.783468,0.773945
harvest_total,harvest_2005_00112,2005,2018,13,1,-0.007178,-0.007178,,0.025734,0.018556,-0.014657,-0.014657,,0.050841,0.036184,-0.013928,-0.013928,,0.034657,0.020729,-0.110096,-0.110096,,0.311266,0.201170,-0.065203,-0.065203,,0.149594,0.084391,-0.029356,-0.029356,,0.063285,0.033929,0.066000,0.066000,,0.645464,0.711464,0.012604,0.012604,,0.787041,0.799645
harvest_total,harvest_2005_00112,2005,2019,14,1,-0.008333,-0.008333,,0.027425,0.019092,-0.014383,-0.014383,,0.055228,0.040845,-0.012815,-0.012815,,0.036610,0.023795,-0.100306,-0.100306,,0.301146,0.200840,-0.069093,-0.069093,,0.159356,0.090263,-0.035887,-0.035887,,0.070820,0.034933,0.055155,0.055155,,0.632892,0.688047,0.004299,0.004299,,0.783509,0.787808
harvest_total,harvest_2005_00112,2005,2022,17,1,-0.009680,-0.009680,,0.028979,0.019299,-0.013654,-0.013654,,0.052904,0.039250,-0.009831,-0.009831,,0.034561,0.024730,-0.090956,-0.090956,,0.278211,0.187255,-0.061476,-0.061476,,0.146170,0.084694,-0.025259,-0.025259,,0.061896,0.036637,0.028241,0.028241,,0.653313,0.681554,-0.011914,-0.011914,,0.788641,0.776727
harvest_total,harvest_2005_00112,2005,2023,18,1,-0.016789,-0.016789,,0.036376,0.019587,-0.021409,-0.021409,,0.061223,0.039814,-0.015290,-0.015290,,0.039841,0.024551,-0.123722,-0.123722,,0.308901,0.185179,-0.057076,-0.057076,,0.145070,0.087994,-0.032134,-0.032134,,0.069486,0.037352,0.005650,0.005650,,0.635708,0.641358,-0.029405,-0.029405,,0.773987,0.744582
harvest_total,harvest_2005_00112,2005,2024,19,1,-0.011578,-0.011578,,0.031853,0.020275,-0.016226,-0.016226,,0.053248,0.037022,-0.012334,-0.012334,,0.036995,0.024661,-0.106589,-0.106589,,0.267802,0.161213,-0.051260,-0.051260,,0.134455,0.083195,-0.020639,-0.020639,,0.058968,0.038329,-0.029078,-0.029078,,0.653597,0.624519,-0.040556,-0.040556,,0.790097,0.749541
harvest_total,harvest_2005_00112,2005,2025,20,1,-0.007563,-0.007563,,0.026050,0.018487,-0.014768,-0.014768,,0.055283,0.040515,-0.008965,-0.008965,,0.032348,0.023383,-0.111898,-0.111898,,0.294313,0.182415,-0.046749,-0.046749,,0.125242,0.078493,-0.018893,-0.018893,,0.052808,0.033915,0.003223,0.003223,,0.692327,0.695550,-0.029288,-0.029288,,0.801967,0.772679
harvest_total,harvest_2005_00276,2005,2002,-3,2,-0.002811,-0.002811,0.002304,0.017511,0.014700,-0.002345,-0.002345,0.000379,0.030746,0.028401,-0.002359,-0.002359,0.002947,0.018873,0.016514,-0.048049,-0.048049,0.022741,0.207344,0.159295,-0.017352,-0.017352,0.000524,0.084157,0.066805,-0.005658,-0.005658,0.000943,0.034313,0.028656,-0.016767,-0.016767,0.027415,0.720252,0.703485,-0.034335,-0.034335,0.001651,0.840307,0.805971
harvest_total,harvest_2005_00276,2005,2003,-2,1,0.005059,0.005059,,0.015463,0.020522,-0.001664,-0.001664,,0.035579,0.033915,0.006242,0.006242,,0.019478,0.025720,-0.073521,-0.073521,,0.226511,0.152990,-0.015784,-0.015784,,0.083827,0.068043,0.005981,0.005981,,0.033791,0.039772,-0.116213,-0.116213,,0.741044,0.624831,-0.114049,-0.114049,,0.840425,0.726376
harvest_total,harvest_2005_00276,2005,2005,0,1,0.001980,0.001980,,0.023575,0.025555,-0.003520,-0.003520,,0.038453,0.034933,-0.006930,-0.006930,,0.033860,0.026930,-0.027912,-0.027912,,0.207632,0.179720,-0.018617,-0.018617,,0.096917,0.078300,-0.007563,-0.007563,,0.046125,0.038562,0.007348,0.007348,,0.667511,0.674859,0.018726,0.018726,,0.745379,0.764105
harvest_total,harvest_2005_00276,2005,2008,3,2,-0.009996,-0.009996,0.000681,0.024097,0.014101,-0.011248,-0.011248,0.000117,0.039594,0.028347,-0.015895,-0.015895,0.001906,0.034548,0.018653,-0.055496,-0.055496,0.019600,0.215196,0.159700,-0.078760,-0.078760,0.001945,0.150749,0.071988,-0.047479,-0.047479,0.006125,0.077654,0.030175,0.233985,0.233985,0.095923,0.458014,0.692000,0.091666,0.091666,0.038356,0.715837,0.807503
harvest_total,harvest_2005_00276,2005,2010,5,2,0.000303,0.000303,0.009257,0.026421,0.026724,0.001706,0.001706,0.007973,0.041395,0.043100,-0.001602,-0.001602,0.009655,0.033406,0.031804,-0.073906,-0.073906,0.027943,0.231709,0.157803,-0.063814,-0.063814,0.004920,0.139529,0.075715,-0.037180,-0.037180,0.000156,0.067438,0.030257,0.122454,0.122454,0.038423,0.550345,0.672799,-0.083487,-0.083487,0.099456,0.743262,0.659775
harvest_total,harvest_2005_00276,2005,2013,8,2,-0.006772,-0.006772,0.000282,0.025514,0.018742,-0.015572,-0.015572,0.000710,0.047280,0.031708,-0.008133,-0.008133,0.004968,0.028160,0.020028,-0.115287,-0.115287,0.030792,0.279015,0.163728,-0.052629,-0.052629,0.004833,0.121592,0.068963,-0.026173,-0.026173,0.000437,0.056987,0.030815,0.032902,0.032902,0.042483,0.663246,0.696148,-0.031644,-0.031644,0.070300,0.811623,0.779979
harvest_total,harvest_2005_00276,2005,2014,9,2,-0.008649,-0.008649,0.003560,0.028800,0.020151,-0.016322,-0.016322,0.002781,0.053750,0.037428,-0.009508,-0.009508,0.000360,0.033619,0.024111,-0.138545,-0.138545,0.042818,0.317681,0.179136,-0.057159,-0.057159,0.000953,0.140595,0.083435,-0.026399,-0.026399,0.007039,0.064398,0.037999,0.000002,0.000002,0.069518,0.659280,0.659282,-0.041637,-0.041637,0.030985,0.809996,0.768359
harvest_total,harvest_2005_00276,2005,2015,10,2,-0.006318,-0.006318,0.000088,0.023815,0.017497,-0.005019,-0.005019,0.000117,0.039608,0.034589,-0.005286,-0.005286,0.000904,0.024228,0.018942,-0.091801,-0.091801,0.026319,0.260825,0.169023,-0.037339,-0.037339,0.000029,0.105766,0.068427,-0.013942,-0.013942,0.003947,0.042288,0.028347,-0.027279,-0.027279,0.022455,0.720263,0.692985,-0.036979,-0.036979,0.031928,0.829309,0.792330
harvest_total,harvest_2005_00276,2005,2016,11,2,0.001622,0.001622,0.001245,0.016583,0.018205,-0.008147,-0.008147,0.000146,0.037916,0.029769,-0.001169,-0.001169,0.004318,0.021210,0.020041,-0.116097,-0.116097,0.031084,0.286564,0.170466,-0.037153,-0.037153,0.003558,0.119227,0.082074,-0.007493,-0.007493,0.007117,0.048840,0.041347,-0.097477,-0.097477,0.083531,0.707699,0.610222,-0.071894,-0.071894,0.049912,0.861347,0.789453
harvest_total,harvest_2005_00276,2005,2019,14,2,-0.001973,-0.001973,0.001916,0.025988,0.024015,-0.006697,-0.006697,0.001846,0.045809,0.039112,-0.003747,-0.003747,0.006330,0.031034,0.027287,-0.092992,-0.092992,0.042177,0.271887,0.178895,-0.025658,-0.025658,0.002138,0.113294,0.087636,-0.009797,-0.009797,0.001137,0.048662,0.038865,-0.073579,-0.073579,0.046576,0.704856,0.631277,-0.076741,-0.076741,0.059148,0.820313,0.743572
harvest_total,harvest_2005_00276,2005,2021,16,2,-0.004984,-0.004984,0.000846,0.026249,0.021265,-0.006978,-0.006978,0.002032,0.044042,0.037064,-0.002200,-0.002200,0.003850,0.028098,0.025899,-0.074559,-0.074559,0.004094,0.241945,0.167386,-0.036094,-0.036094,0.003364,0.118821,0.082728,-0.011887,-0.011887,0.004151,0.051659,0.039773,-0.036695,-0.036695,0.042832,0.648191,0.611496,-0.062263,-0.062263,0.046364,0.796638,0.734375
harvest_total,harvest_2005_00276,2005,2022,17,2,-0.006510,-0.006510,0.000145,0.025376,0.018866,-0.009522,-0.009522,0.004210,0.038762,0.029240,-0.005940,-0.005940,0.002217,0.026070,0.020131,-0.064680,-0.064680,0.001672,0.212678,0.147999,-0.039552,-0.039552,0.004462,0.115597,0.076045,-0.014211,-0.014211,0.002887,0.052147,0.037937,-0.038606,-0.038606,0.018028,0.610375,0.571769,-0.062826,-0.062826,0.065380,0.779513,0.716686
harvest_total,harvest_2005_00276,2005,2023,18,2,-0.001059,-0.001059,0.002820,0.023836,0.022777,-0.003857,-0.003857,0.000457,0.035902,0.032045,-0.002028,-0.002028,0.001954,0.025768,0.023740,-0.054725,-0.054725,0.023508,0.193312,0.138587,-0.035620,-0.035620,0.014185,0.115054,0.079434,-0.018466,-0.018466,0.001653,0.056218,0.037752,0.024212,0.024212,0.032171,0.550358,0.574571,-0.065582,-0.065582,0.051068,0.770122,0.704540
harvest_total,harvest_2005_00276,2005,2024,19,2,-0.010719,-0.010719,0.001818,0.036459,0.025740,-0.011495,-0.011495,0.007583,0.051708,0.040212,-0.009178,-0.009178,0.008468,0.038370,0.029192,-0.072958,-0.072958,0.034263,0.207178,0.134221,-0.055289,-0.055289,0.015964,0.143970,0.088681,-0.028690,-0.028690,0.004423,0.071329,0.042639,0.043940,0.043940,0.037936,0.486970,0.530911,-0.054795,-0.054795,0.032750,0.712268,0.657472
harvest_total,harvest_2005_00276,2005,2025,20,2,-0.008146,-0.008146,0.003043,0.033668,0.025521,-0.005974,-0.005974,0.000672,0.046138,0.040165,-0.001582,-0.001582,0.001730,0.032210,0.030628,-0.078960,-0.078960,0.029838,0.223665,0.144705,-0.041786,-0.041786,0.013670,0.134317,0.092531,-0.018864,-0.018864,0.004939,0.066640,0.047775,-0.025658,-0.025658,0.025634,0.543632,0.517975,-0.084574,-0.084574,0.063322,0.747519,0.662945
harvest_total,harvest_2005_00303,2005,2002,-3,1,0.000894,0.000894,,0.023011,0.023905,0.012430,0.012430,,0.035290,0.047720,0.015524,0.015524,,0.019904,0.035428,0.093858,0.093858,,0.177712,0.271570,0.080479,0.080479,,0.073364,0.153843,0.039931,0.039931,,0.029762,0.069693,-0.106799,-0.106799,,0.714049,0.607250,-0.007370,-0.007370,,0.788791,0.781421
harvest_total,harvest_2005_00303,2005,2005,0,1,0.004373,0.004373,,0.022337,0.026710,0.013420,0.013420,,0.031894,0.045314,0.002888,0.002888,,0.031467,0.034355,0.151635,0.151635,,0.128831,0.280466,0.049417,0.049417,,0.104260,0.153677,-0.003080,-0.003080,,0.069665,0.066585,0.298340,0.298340,,0.325109,0.623449,0.225207,0.225207,,0.556576,0.781783
harvest_total,harvest_2005_00303,2005,2006,1,1,-0.041580,-0.041580,,0.069142,0.027562,-0.040838,-0.040838,,0.090373,0.049535,-0.071913,-0.071913,,0.110833,0.038920,0.165001,0.165001,,0.161762,0.326763,-0.087449,-0.087449,,0.263842,0.176393,-0.104802,-0.104802,,0.181947,0.077145,0.666823,0.666823,,-0.039678,0.627145,0.573773,0.573773,,0.205196,0.778969
harvest_total,harvest_2005_00303,2005,2007,2,1,-0.043216,-0.043216,,0.069445,0.026229,-0.048469,-0.048469,,0.096753,0.048284,-0.072380,-0.072380,,0.110420,0.038040,0.095439,0.095439,,0.185550,0.280989,-0.114606,-0.114606,,0.258700,0.144094,-0.130254,-0.130254,,0.193883,0.063629,0.649137,0.649137,,-0.027855,0.621282,0.455037,0.455037,,0.298830,0.753867
harvest_total,harvest_2005_00303,2005,2008,3,1,-0.024434,-0.024434,,0.055984,0.031550,-0.029659,-0.029659,,0.080734,0.051075,-0.050559,-0.050559,,0.085684,0.035125,0.090049,0.090049,,0.186306,0.276355,-0.094943,-0.094943,,0.239326,0.144383,-0.105174,-0.105174,,0.168459,0.063285,0.590846,0.590846,,0.042667,0.633513,0.394139,0.394139,,0.384392,0.778531
harvest_total,harvest_2005_00303,2005,2013,8,1,-0.014602,-0.014602,,0.037682,0.023080,-0.025603,-0.025603,,0.070394,0.044791,-0.027252,-0.027252,,0.057950,0.030698,-0.067265,-0.067265,,0.334408,0.267143,-0.083201,-0.083201,,0.236686,0.153485,-0.058423,-0.058423,,0.128116,0.069693,0.140666,0.140666,,0.446114,0.586780,0.091635,0.091635,,0.704427,0.796062
